INPUT:image	OUTPUT:result	GOLDEN:result	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40560.png	Lighter				https://toloka.yandex.ru/task/33873013/000204dc75--62a552912a237669d98f7320	000204dc75--62a40ebfde37523b97d02c7b	000204dc75--62a552912a237669d98f7320	592d6ebd026563f8c32af2e5a5b7da2b	APPROVED	2022-06-12T02:42:25.939
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_165.png	Lighter				https://toloka.yandex.ru/task/33873013/000204dc75--62a552932a237669d98f7327	000204dc75--62a40ebfde37523b97d02cf6	000204dc75--62a552932a237669d98f7327	ff90f4a58e3c262759ba13e7616a57a5	APPROVED	2022-06-12T02:42:27.783
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40560.png	Lighter				https://toloka.yandex.ru/task/33873013/000204dc75--62a552934ad5fb122b78e2dc	000204dc75--62a40ebfde37523b97d02c7b	000204dc75--62a552934ad5fb122b78e2dc	69cf4280ea3ecb6ed221bb0b983f48c2	APPROVED	2022-06-12T02:42:27.238
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40556.png	Lighter				https://toloka.yandex.ru/task/33873013/000204dc75--62a552940b8a5816988eb9b7	000204dc75--62a40ebfde37523b97d02c77	000204dc75--62a552940b8a5816988eb9b7	3058a7aa486788aa0efe0ca38f010d5d	APPROVED	2022-06-12T02:42:28.170
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40597.png	Lighter				https://toloka.yandex.ru/task/33873013/000204dc75--62a55294552bd048516a21a4	000204dc75--62a40ebfde37523b97d02ca0	000204dc75--62a55294552bd048516a21a4	58154b042c3958097a3bca5ad438877a	APPROVED	2022-06-12T02:42:28.396
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_33.png	Lighter				https://toloka.yandex.ru/task/33873013/000204dc75--62a5529458102946d3fdf8df	000204dc75--62a40ebfde37523b97d02cb4	000204dc75--62a5529458102946d3fdf8df	7b69595644432baae2c5a24f155289ba	APPROVED	2022-06-12T02:42:28.478
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40578.png	Lighter				https://toloka.yandex.ru/task/33873013/000204dc75--62a552946327981f0655e165	000204dc75--62a40ebfde37523b97d02c8d	000204dc75--62a552946327981f0655e165	f894eb0494344d32214e90d41cf86c38	APPROVED	2022-06-12T02:42:28.729
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_135.png	Lighter				https://toloka.yandex.ru/task/33873013/000204dc75--62a55295276629520ed3ba8d	000204dc75--62a40ebfde37523b97d02ce7	000204dc75--62a55295276629520ed3ba8d	3777329e7b2c2548f9a34d4cc5a83900	APPROVED	2022-06-12T02:42:29.765
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40533.png	Lighter				https://toloka.yandex.ru/task/33873013/000204dc75--62a55296a9641b6ee1ebf744	000204dc75--62a40ebfde37523b97d02c60	000204dc75--62a55296a9641b6ee1ebf744	e0ead6f77d6d375c9d8c517d2c5fb59d	APPROVED	2022-06-12T02:42:30.414
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40533.png	Lighter				https://toloka.yandex.ru/task/33873013/000204dc75--62a55297a9641b6ee1ebf74b	000204dc75--62a40ebfde37523b97d02c60	000204dc75--62a55297a9641b6ee1ebf74b	0fb4b1f14bed96a18be0a7548441b94d	APPROVED	2022-06-12T02:42:31.186
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40502.png	Lighter				https://toloka.yandex.ru/task/33873013/000204dc75--62a55298a9641b6ee1ebf754	000204dc75--62a40ebfde37523b97d02c41	000204dc75--62a55298a9641b6ee1ebf754	ff90f4a58e3c262759ba13e7616a57a5	APPROVED	2022-06-12T02:42:32.779
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40556.png	Lighter				https://toloka.yandex.ru/task/33873013/000204dc75--62a5529950575e7a5412fa9b	000204dc75--62a40ebfde37523b97d02c77	000204dc75--62a5529950575e7a5412fa9b	a487ae54661ffa1110c885b294e3ccd5	APPROVED	2022-06-12T02:42:33.091
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_165.png	Lighter				https://toloka.yandex.ru/task/33873013/000204dc75--62a55299f769395d96fd81f6	000204dc75--62a40ebfde37523b97d02cf6	000204dc75--62a55299f769395d96fd81f6	a69d7e582e49b1e7581f57f534340e61	APPROVED	2022-06-12T02:42:33.056
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_165.png	Lighter				https://toloka.yandex.ru/task/33873013/000204dc75--62a5529a598d17774f1aec6c	000204dc75--62a40ebfde37523b97d02cf6	000204dc75--62a5529a598d17774f1aec6c	f894eb0494344d32214e90d41cf86c38	APPROVED	2022-06-12T02:42:34.827
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40502.png	Lighter				https://toloka.yandex.ru/task/33873013/000204dc75--62a5529b2474112b285ba996	000204dc75--62a40ebfde37523b97d02c41	000204dc75--62a5529b2474112b285ba996	592d6ebd026563f8c32af2e5a5b7da2b	APPROVED	2022-06-12T02:42:35.657
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40597.png	Lighter				https://toloka.yandex.ru/task/33873013/000204dc75--62a5529bd5983466924b0651	000204dc75--62a40ebfde37523b97d02ca0	000204dc75--62a5529bd5983466924b0651	69cf4280ea3ecb6ed221bb0b983f48c2	APPROVED	2022-06-12T02:42:35.993
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40533.png	Lighter				https://toloka.yandex.ru/task/33873013/000204dc75--62a5529c6327981f0655e182	000204dc75--62a40ebfde37523b97d02c60	000204dc75--62a5529c6327981f0655e182	7b69595644432baae2c5a24f155289ba	APPROVED	2022-06-12T02:42:36.205
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40518.png	Lighter				https://toloka.yandex.ru/task/33873013/000204dc75--62a5529cec4826102dfd19d0	000204dc75--62a40ebfde37523b97d02c51	000204dc75--62a5529cec4826102dfd19d0	58154b042c3958097a3bca5ad438877a	APPROVED	2022-06-12T02:42:36.233
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_129.png	Lighter				https://toloka.yandex.ru/task/33873013/000204dc75--62a5529f059cac0e9369c1fd	000204dc75--62a40ebfde37523b97d02ce4	000204dc75--62a5529f059cac0e9369c1fd	0fb4b1f14bed96a18be0a7548441b94d	APPROVED	2022-06-12T02:42:39.943
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_83.png	Lighter				https://toloka.yandex.ru/task/33873013/000204dc75--62a552a0037a78554519cfd3	000204dc75--62a40ebfde37523b97d02ccd	000204dc75--62a552a0037a78554519cfd3	e0ead6f77d6d375c9d8c517d2c5fb59d	APPROVED	2022-06-12T02:42:40.379
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40502.png	Lighter				https://toloka.yandex.ru/task/33873013/000204dc75--62a552a04f0ede6bfab1c275	000204dc75--62a40ebfde37523b97d02c41	000204dc75--62a552a04f0ede6bfab1c275	f894eb0494344d32214e90d41cf86c38	APPROVED	2022-06-12T02:42:40.085
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40518.png	Lighter				https://toloka.yandex.ru/task/33873013/000204dc75--62a552a06d9d916c88e33904	000204dc75--62a40ebfde37523b97d02c51	000204dc75--62a552a06d9d916c88e33904	3058a7aa486788aa0efe0ca38f010d5d	APPROVED	2022-06-12T02:42:40.110
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_83.png	Lighter				https://toloka.yandex.ru/task/33873013/000204dc75--62a552a16bcc931cf08e6144	000204dc75--62a40ebfde37523b97d02ccd	000204dc75--62a552a16bcc931cf08e6144	a487ae54661ffa1110c885b294e3ccd5	APPROVED	2022-06-12T02:42:41.589
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_191.png	Lighter				https://toloka.yandex.ru/task/33873013/000204dc75--62a552a202e0db56017b3668	000204dc75--62a40ebfde37523b97d02d03	000204dc75--62a552a202e0db56017b3668	4d16b3c9457b1b5682a5443accfcae2a	APPROVED	2022-06-12T02:42:42.488
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40561.png	Darker				https://toloka.yandex.ru/task/33873013/000204dc75--62a552a2305db237b235b0c3	000204dc75--62a40ebfde37523b97d02c7c	000204dc75--62a552a2305db237b235b0c3	58154b042c3958097a3bca5ad438877a	APPROVED	2022-06-12T02:42:42.753
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_129.png	Lighter				https://toloka.yandex.ru/task/33873013/000204dc75--62a552a24f0ede6bfab1c27c	000204dc75--62a40ebfde37523b97d02ce4	000204dc75--62a552a24f0ede6bfab1c27c	a69d7e582e49b1e7581f57f534340e61	APPROVED	2022-06-12T02:42:42.547
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40597.png	Lighter				https://toloka.yandex.ru/task/33873013/000204dc75--62a552a2da9c6a5d5a4064cd	000204dc75--62a40ebfde37523b97d02ca0	000204dc75--62a552a2da9c6a5d5a4064cd	93db788a5c89a11f9d47a64ea82086e8	APPROVED	2022-06-12T02:42:42.930
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_129.png	Lighter				https://toloka.yandex.ru/task/33873013/000204dc75--62a552a38c7e6168a9d280c1	000204dc75--62a40ebfde37523b97d02ce4	000204dc75--62a552a38c7e6168a9d280c1	69cf4280ea3ecb6ed221bb0b983f48c2	APPROVED	2022-06-12T02:42:43.523
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40536.png	Lighter				https://toloka.yandex.ru/task/33873013/000204dc75--62a552a5f47dc6190066f067	000204dc75--62a40ebfde37523b97d02c63	000204dc75--62a552a5f47dc6190066f067	0fb4b1f14bed96a18be0a7548441b94d	APPROVED	2022-06-12T02:42:45.842
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40518.png	Lighter				https://toloka.yandex.ru/task/33873013/000204dc75--62a552a63b9d26505642c7d9	000204dc75--62a40ebfde37523b97d02c51	000204dc75--62a552a63b9d26505642c7d9	592d6ebd026563f8c32af2e5a5b7da2b	APPROVED	2022-06-12T02:42:46.431
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_83.png	Darker				https://toloka.yandex.ru/task/33873013/000204dc75--62a552a661497e119c605a48	000204dc75--62a40ebfde37523b97d02ccd	000204dc75--62a552a661497e119c605a48	7b69595644432baae2c5a24f155289ba	APPROVED	2022-06-12T02:42:46.176
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_191.png	Lighter				https://toloka.yandex.ru/task/33873013/000204dc75--62a552a661497e119c605a4f	000204dc75--62a40ebfde37523b97d02d03	000204dc75--62a552a661497e119c605a4f	8ce1153cf03b39023278e82fcd9590de	APPROVED	2022-06-12T02:42:46.994
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40536.png	Lighter				https://toloka.yandex.ru/task/33873013/000204dc75--62a552a7111d247825df0472	000204dc75--62a40ebfde37523b97d02c63	000204dc75--62a552a7111d247825df0472	a487ae54661ffa1110c885b294e3ccd5	APPROVED	2022-06-12T02:42:47.169
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40592.png	Lighter				https://toloka.yandex.ru/task/33873013/000204dc75--62a552a7276629520ed3bae9	000204dc75--62a40ebfde37523b97d02c9b	000204dc75--62a552a7276629520ed3bae9	f894eb0494344d32214e90d41cf86c38	APPROVED	2022-06-12T02:42:47.884
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_111.png	Lighter				https://toloka.yandex.ru/task/33873013/000204dc75--62a552a7305db237b235b0ca	000204dc75--62a40ebfde37523b97d02cdb	000204dc75--62a552a7305db237b235b0ca	043d2af3d79bef737590e4be5c9a93c4	APPROVED	2022-06-12T02:42:47.220
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40561.png	Darker				https://toloka.yandex.ru/task/33873013/000204dc75--62a552a7e3af0f15c4ad8487	000204dc75--62a40ebfde37523b97d02c7c	000204dc75--62a552a7e3af0f15c4ad8487	3058a7aa486788aa0efe0ca38f010d5d	APPROVED	2022-06-12T02:42:47.325
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40592.png	Lighter				https://toloka.yandex.ru/task/33873013/000204dc75--62a552a9276629520ed3bb01	000204dc75--62a40ebfde37523b97d02c9b	000204dc75--62a552a9276629520ed3bb01	69cf4280ea3ecb6ed221bb0b983f48c2	APPROVED	2022-06-12T02:42:49.919
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_111.png	Lighter				https://toloka.yandex.ru/task/33873013/000204dc75--62a552a94f0ede6bfab1c2a8	000204dc75--62a40ebfde37523b97d02cdb	000204dc75--62a552a94f0ede6bfab1c2a8	58154b042c3958097a3bca5ad438877a	APPROVED	2022-06-12T02:42:49.973
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40592.png	Lighter				https://toloka.yandex.ru/task/33873013/000204dc75--62a552a961497e119c605a5c	000204dc75--62a40ebfde37523b97d02c9b	000204dc75--62a552a961497e119c605a5c	4d16b3c9457b1b5682a5443accfcae2a	APPROVED	2022-06-12T02:42:49.275
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_191.png	Lighter				https://toloka.yandex.ru/task/33873013/000204dc75--62a552a973c63f3d1e1812e2	000204dc75--62a40ebfde37523b97d02d03	000204dc75--62a552a973c63f3d1e1812e2	a69d7e582e49b1e7581f57f534340e61	APPROVED	2022-06-12T02:42:49.613
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_111.png	Lighter				https://toloka.yandex.ru/task/33873013/000204dc75--62a552ace3af0f15c4ad8492	000204dc75--62a40ebfde37523b97d02cdb	000204dc75--62a552ace3af0f15c4ad8492	0fb4b1f14bed96a18be0a7548441b94d	APPROVED	2022-06-12T02:42:52.422
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40536.png	Lighter				https://toloka.yandex.ru/task/33873013/000204dc75--62a552ad276629520ed3bb0b	000204dc75--62a40ebfde37523b97d02c63	000204dc75--62a552ad276629520ed3bb0b	382afdc5bed985496741897dfb6bfb60	APPROVED	2022-06-12T02:42:53.421
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40572.png	Lighter				https://toloka.yandex.ru/task/33873013/000204dc75--62a552ae059cac0e9369c226	000204dc75--62a40ebfde37523b97d02c87	000204dc75--62a552ae059cac0e9369c226	0e9d15202c5db87f5ddc08fd4d2f4991	APPROVED	2022-06-12T02:42:54.714
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40561.png	Darker				https://toloka.yandex.ru/task/33873013/000204dc75--62a552ae276629520ed3bb1c	000204dc75--62a40ebfde37523b97d02c7c	000204dc75--62a552ae276629520ed3bb1c	7b69595644432baae2c5a24f155289ba	APPROVED	2022-06-12T02:42:54.280
										
