INPUT:image	OUTPUT:result	GOLDEN:result	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_1527.png	Lighter				https://toloka.yandex.ru/task/33958247/0002062967--62ab99c9b1b5fe2f484ee881	0002062967--62ab98ec34e6286ed5be9ee3	0002062967--62ab99c9b1b5fe2f484ee881	b8fae3c8143fe6415f195a3fbfde6bb6	APPROVED	2022-06-16T20:59:53.601
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00358.png	Darker				https://toloka.yandex.ru/task/33958247/0002062967--62ab99cce943321fd5ad9539	0002062967--62ab98ec34e6286ed5be9dd8	0002062967--62ab99cce943321fd5ad9539	64e4bce4ba6ae3c61f3cee9754658ab3	APPROVED	2022-06-16T20:59:56.575
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00371.png	Darker				https://toloka.yandex.ru/task/33958247/0002062967--62ab99cdebee045f8b4e5c19	0002062967--62ab98ec34e6286ed5be9ddb	0002062967--62ab99cdebee045f8b4e5c19	70f098f3627a23f63eb0ef3a636a475a	APPROVED	2022-06-16T20:59:57.546
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_2.png	Lighter				https://toloka.yandex.ru/task/33958247/0002062967--62ab99cede592138334db512	0002062967--62ab98ec34e6286ed5be9e24	0002062967--62ab99cede592138334db512	b8fae3c8143fe6415f195a3fbfde6bb6	APPROVED	2022-06-16T20:59:58.618
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_1527.png	Lighter				https://toloka.yandex.ru/task/33958247/0002062967--62ab99cee943321fd5ad9548	0002062967--62ab98ec34e6286ed5be9ee3	0002062967--62ab99cee943321fd5ad9548	5325b3b2dfdc157d329956aa7b14542d	APPROVED	2022-06-16T20:59:58.093
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_120.png	Lighter				https://toloka.yandex.ru/task/33958247/0002062967--62ab99d2aff66f39b48d6b9b	0002062967--62ab98ec34e6286ed5be9e5e	0002062967--62ab99d2aff66f39b48d6b9b	b8fae3c8143fe6415f195a3fbfde6bb6	APPROVED	2022-06-16T21:00:02.991
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00004.png	Lighter				https://toloka.yandex.ru/task/33958247/0002062967--62ab99d2de592138334db528	0002062967--62ab98ec34e6286ed5be9d5f	0002062967--62ab99d2de592138334db528	5664c99b20f52f9aca4678e10baa3aee	APPROVED	2022-06-16T21:00:02.352
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00004.png	Lighter				https://toloka.yandex.ru/task/33958247/0002062967--62ab99d52f19775ffa147118	0002062967--62ab98ec34e6286ed5be9d5f	0002062967--62ab99d52f19775ffa147118	5325b3b2dfdc157d329956aa7b14542d	APPROVED	2022-06-16T21:00:05.020
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_1527.png	Lighter				https://toloka.yandex.ru/task/33958247/0002062967--62ab99d5fcdb26631f9a5e62	0002062967--62ab98ec34e6286ed5be9ee3	0002062967--62ab99d5fcdb26631f9a5e62	64e4bce4ba6ae3c61f3cee9754658ab3	APPROVED	2022-06-16T21:00:05.276
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00358.png	Darker				https://toloka.yandex.ru/task/33958247/0002062967--62ab99d7ee338260dc0c8744	0002062967--62ab98ec34e6286ed5be9dd8	0002062967--62ab99d7ee338260dc0c8744	578fbab732256e1dd72a5c394068cc80	APPROVED	2022-06-16T21:00:07.315
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_36.png	Lighter				https://toloka.yandex.ru/task/33958247/0002062967--62ab99d868008e1f11e702b6	0002062967--62ab98ec34e6286ed5be9e34	0002062967--62ab99d868008e1f11e702b6	b8fae3c8143fe6415f195a3fbfde6bb6	APPROVED	2022-06-16T21:00:08.209
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_2.png	Lighter				https://toloka.yandex.ru/task/33958247/0002062967--62ab99d8fcdb26631f9a5e6a	0002062967--62ab98ec34e6286ed5be9e24	0002062967--62ab99d8fcdb26631f9a5e6a	5664c99b20f52f9aca4678e10baa3aee	APPROVED	2022-06-16T21:00:08.414
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_36.png	Lighter				https://toloka.yandex.ru/task/33958247/0002062967--62ab99dad3f65f15f0b14d61	0002062967--62ab98ec34e6286ed5be9e34	0002062967--62ab99dad3f65f15f0b14d61	64e4bce4ba6ae3c61f3cee9754658ab3	APPROVED	2022-06-16T21:00:10.531
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_38.png	Lighter				https://toloka.yandex.ru/task/33958247/0002062967--62ab99dc74abc24c44fc654a	0002062967--62ab98ec34e6286ed5be9e35	0002062967--62ab99dc74abc24c44fc654a	98d49b7e019d60b2cf58334a9ba8feff	APPROVED	2022-06-16T21:00:12.204
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_2.png	Lighter				https://toloka.yandex.ru/task/33958247/0002062967--62ab99dcd053cf29e7d2a8e3	0002062967--62ab98ec34e6286ed5be9e24	0002062967--62ab99dcd053cf29e7d2a8e3	5325b3b2dfdc157d329956aa7b14542d	APPROVED	2022-06-16T21:00:12.727
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_304.png	Lighter				https://toloka.yandex.ru/task/33958247/0002062967--62ab99dcfb3a404d0a3980b0	0002062967--62ab98ec34e6286ed5be9e92	0002062967--62ab99dcfb3a404d0a3980b0	5b8cfbf2ab39c08fa59e11d2e0ef6fd3	APPROVED	2022-06-16T21:00:12.425
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00715.png	Lighter				https://toloka.yandex.ru/task/33958247/0002062967--62ab99ddaf5d106d48576ede	0002062967--62ab98ec34e6286ed5be9dfa	0002062967--62ab99ddaf5d106d48576ede	b8fae3c8143fe6415f195a3fbfde6bb6	APPROVED	2022-06-16T21:00:13.407
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_38.png	Lighter				https://toloka.yandex.ru/task/33958247/0002062967--62ab99ddd053cf29e7d2a8f1	0002062967--62ab98ec34e6286ed5be9e35	0002062967--62ab99ddd053cf29e7d2a8f1	ded2087d0515d3670a2000f99644a941	APPROVED	2022-06-16T21:00:13.503
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_38.png	Lighter				https://toloka.yandex.ru/task/33958247/0002062967--62ab99dea9d9645b0a7d30bf	0002062967--62ab98ec34e6286ed5be9e35	0002062967--62ab99dea9d9645b0a7d30bf	578fbab732256e1dd72a5c394068cc80	APPROVED	2022-06-16T21:00:14.473
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_120.png	Lighter				https://toloka.yandex.ru/task/33958247/0002062967--62ab99def486ce61cebe9ee4	0002062967--62ab98ec34e6286ed5be9e5e	0002062967--62ab99def486ce61cebe9ee4	5664c99b20f52f9aca4678e10baa3aee	APPROVED	2022-06-16T21:00:14.791
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_120.png	Lighter				https://toloka.yandex.ru/task/33958247/0002062967--62ab99e10838473994965404	0002062967--62ab98ec34e6286ed5be9e5e	0002062967--62ab99e10838473994965404	64e4bce4ba6ae3c61f3cee9754658ab3	APPROVED	2022-06-16T21:00:17.069
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_304.png	Darker				https://toloka.yandex.ru/task/33958247/0002062967--62ab99e2913966743a9f5321	0002062967--62ab98ec34e6286ed5be9e92	0002062967--62ab99e2913966743a9f5321	5325b3b2dfdc157d329956aa7b14542d	APPROVED	2022-06-16T21:00:18.076
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_326.png	Lighter				https://toloka.yandex.ru/task/33958247/0002062967--62ab99e4c8e55f5328486dc6	0002062967--62ab98ec34e6286ed5be9e94	0002062967--62ab99e4c8e55f5328486dc6	5664c99b20f52f9aca4678e10baa3aee	APPROVED	2022-06-16T21:00:20.766
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00715.png	Darker				https://toloka.yandex.ru/task/33958247/0002062967--62ab99e5bf14257215bc3506	0002062967--62ab98ec34e6286ed5be9dfa	0002062967--62ab99e5bf14257215bc3506	64e4bce4ba6ae3c61f3cee9754658ab3	APPROVED	2022-06-16T21:00:21.488
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00006.png	Lighter				https://toloka.yandex.ru/task/33958247/0002062967--62ab99e5d053cf29e7d2a912	0002062967--62ab98ec34e6286ed5be9d61	0002062967--62ab99e5d053cf29e7d2a912	578fbab732256e1dd72a5c394068cc80	APPROVED	2022-06-16T21:00:21.712
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00116.png	Darker				https://toloka.yandex.ru/task/33958247/0002062967--62ab99e646781276f555baac	0002062967--62ab98ec34e6286ed5be9dc6	0002062967--62ab99e646781276f555baac	baefcdd32f5569e60cb641e0b9149ae5	APPROVED	2022-06-16T21:00:22.739
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00116.png	Lighter				https://toloka.yandex.ru/task/33958247/0002062967--62ab99e94c744c1045fcf537	0002062967--62ab98ec34e6286ed5be9dc6	0002062967--62ab99e94c744c1045fcf537	5325b3b2dfdc157d329956aa7b14542d	APPROVED	2022-06-16T21:00:25.919
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00715.png	Darker				https://toloka.yandex.ru/task/33958247/0002062967--62ab99e9a9d9645b0a7d31b9	0002062967--62ab98ec34e6286ed5be9dfa	0002062967--62ab99e9a9d9645b0a7d31b9	70f098f3627a23f63eb0ef3a636a475a	APPROVED	2022-06-16T21:00:25.828
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_326.png	Darker				https://toloka.yandex.ru/task/33958247/0002062967--62ab99e9d2cd4a6fedf415b5	0002062967--62ab98ec34e6286ed5be9e94	0002062967--62ab99e9d2cd4a6fedf415b5	98d49b7e019d60b2cf58334a9ba8feff	APPROVED	2022-06-16T21:00:25.258
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_304.png	Lighter				https://toloka.yandex.ru/task/33958247/0002062967--62ab99ecc8e55f5328486df1	0002062967--62ab98ec34e6286ed5be9e92	0002062967--62ab99ecc8e55f5328486df1	64e4bce4ba6ae3c61f3cee9754658ab3	APPROVED	2022-06-16T21:00:28.439
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_52.png	Lighter				https://toloka.yandex.ru/task/33958247/0002062967--62ab99ed5a75ae0e42bbca47	0002062967--62ab98ec34e6286ed5be9e3c	0002062967--62ab99ed5a75ae0e42bbca47	578fbab732256e1dd72a5c394068cc80	APPROVED	2022-06-16T21:00:29.198
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00006.png	Lighter				https://toloka.yandex.ru/task/33958247/0002062967--62ab99ee97e8692e169602a3	0002062967--62ab98ec34e6286ed5be9d61	0002062967--62ab99ee97e8692e169602a3	5664c99b20f52f9aca4678e10baa3aee	APPROVED	2022-06-16T21:00:30.265
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_52.png	Lighter				https://toloka.yandex.ru/task/33958247/0002062967--62ab99ef913966743a9f5375	0002062967--62ab98ec34e6286ed5be9e3c	0002062967--62ab99ef913966743a9f5375	98d49b7e019d60b2cf58334a9ba8feff	APPROVED	2022-06-16T21:00:31.823
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00116.png	Darker				https://toloka.yandex.ru/task/33958247/0002062967--62ab99f1038ad124013f0d34	0002062967--62ab98ec34e6286ed5be9dc6	0002062967--62ab99f1038ad124013f0d34	64e4bce4ba6ae3c61f3cee9754658ab3	APPROVED	2022-06-16T21:00:33.712
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_52.png	Lighter				https://toloka.yandex.ru/task/33958247/0002062967--62ab99f15d2f342f97b3fb75	0002062967--62ab98ec34e6286ed5be9e3c	0002062967--62ab99f15d2f342f97b3fb75	70f098f3627a23f63eb0ef3a636a475a	APPROVED	2022-06-16T21:00:33.386
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_326.png	Darker				https://toloka.yandex.ru/task/33958247/0002062967--62ab99f1aff66f39b48d6c05	0002062967--62ab98ec34e6286ed5be9e94	0002062967--62ab99f1aff66f39b48d6c05	5325b3b2dfdc157d329956aa7b14542d	APPROVED	2022-06-16T21:00:33.561
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00041.png	Lighter				https://toloka.yandex.ru/task/33958247/0002062967--62ab99f212f9da010665eb2b	0002062967--62ab98ec34e6286ed5be9d82	0002062967--62ab99f212f9da010665eb2b	baefcdd32f5569e60cb641e0b9149ae5	APPROVED	2022-06-16T21:00:34.155
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_40.png	Lighter				https://toloka.yandex.ru/task/33958247/0002062967--62ab99f410f9371ee0dea117	0002062967--62ab98ec34e6286ed5be9e36	0002062967--62ab99f410f9371ee0dea117	578fbab732256e1dd72a5c394068cc80	APPROVED	2022-06-16T21:00:36.054
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00041.png	Lighter				https://toloka.yandex.ru/task/33958247/0002062967--62ab99f4de592138334db5e8	0002062967--62ab98ec34e6286ed5be9d82	0002062967--62ab99f4de592138334db5e8	5664c99b20f52f9aca4678e10baa3aee	APPROVED	2022-06-16T21:00:36.073
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00041.png	Lighter				https://toloka.yandex.ru/task/33958247/0002062967--62ab99f6af5d106d48576f47	0002062967--62ab98ec34e6286ed5be9d82	0002062967--62ab99f6af5d106d48576f47	98d49b7e019d60b2cf58334a9ba8feff	APPROVED	2022-06-16T21:00:38.218
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00085.png	Lighter				https://toloka.yandex.ru/task/33958247/0002062967--62ab99f7194ad816431c212e	0002062967--62ab98ec34e6286ed5be9dad	0002062967--62ab99f7194ad816431c212e	3efb7f5508d9c08f8d5bf52321796c7b	APPROVED	2022-06-16T21:00:39.668
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00069.png	Lighter				https://toloka.yandex.ru/task/33958247/0002062967--62ab99f863215059b8cae8fc	0002062967--62ab98ec34e6286ed5be9d9d	0002062967--62ab99f863215059b8cae8fc	70f098f3627a23f63eb0ef3a636a475a	APPROVED	2022-06-16T21:00:40.283
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_180.png	Lighter				https://toloka.yandex.ru/task/33958247/0002062967--62ab99f8b62f0f20bb52723d	0002062967--62ab98ec34e6286ed5be9e78	0002062967--62ab99f8b62f0f20bb52723d	baefcdd32f5569e60cb641e0b9149ae5	APPROVED	2022-06-16T21:00:40.811
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00069.png	Lighter				https://toloka.yandex.ru/task/33958247/0002062967--62ab99f9664dff0a81292ad2	0002062967--62ab98ec34e6286ed5be9d9d	0002062967--62ab99f9664dff0a81292ad2	5664c99b20f52f9aca4678e10baa3aee	APPROVED	2022-06-16T21:00:41.713
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00085.png	Darker				https://toloka.yandex.ru/task/33958247/0002062967--62ab99f968008e1f11e70349	0002062967--62ab98ec34e6286ed5be9dad	0002062967--62ab99f968008e1f11e70349	578fbab732256e1dd72a5c394068cc80	APPROVED	2022-06-16T21:00:41.944
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00069.png	Lighter				https://toloka.yandex.ru/task/33958247/0002062967--62ab99fbd3f65f15f0b14df9	0002062967--62ab98ec34e6286ed5be9d9d	0002062967--62ab99fbd3f65f15f0b14df9	64e4bce4ba6ae3c61f3cee9754658ab3	APPROVED	2022-06-16T21:00:43.066
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_40.png	Lighter				https://toloka.yandex.ru/task/33958247/0002062967--62ab99fcebee045f8b4e5d6d	0002062967--62ab98ec34e6286ed5be9e36	0002062967--62ab99fcebee045f8b4e5d6d	b8d4c8e5dae3437f7984f551798dc0de	APPROVED	2022-06-16T21:00:44.919
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00085.png	Lighter				https://toloka.yandex.ru/task/33958247/0002062967--62ab99fd664dff0a81292aec	0002062967--62ab98ec34e6286ed5be9dad	0002062967--62ab99fd664dff0a81292aec	f466e9cf524033b905c842eccc3019cf	APPROVED	2022-06-16T21:00:45.493
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00027.png	Darker				https://toloka.yandex.ru/task/33958247/0002062967--62ab99fd97e8692e169602da	0002062967--62ab98ec34e6286ed5be9d75	0002062967--62ab99fd97e8692e169602da	5325b3b2dfdc157d329956aa7b14542d	APPROVED	2022-06-16T21:00:45.745
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_180.png	Lighter				https://toloka.yandex.ru/task/33958247/0002062967--62ab99fda9d9645b0a7d32cb	0002062967--62ab98ec34e6286ed5be9e78	0002062967--62ab99fda9d9645b0a7d32cb	98d49b7e019d60b2cf58334a9ba8feff	APPROVED	2022-06-16T21:00:45.158
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_46.png	Lighter				https://toloka.yandex.ru/task/33958247/0002062967--62ab99fdbde0776e66335bf1	0002062967--62ab98ec34e6286ed5be9e39	0002062967--62ab99fdbde0776e66335bf1	baefcdd32f5569e60cb641e0b9149ae5	APPROVED	2022-06-16T21:00:45.789
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_180.png	Lighter				https://toloka.yandex.ru/task/33958247/0002062967--62ab99fe63215059b8cae926	0002062967--62ab98ec34e6286ed5be9e78	0002062967--62ab99fe63215059b8cae926	cb78a9f15b690800e45c0259ce9b2fc4	APPROVED	2022-06-16T21:00:46.400
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00027.png	Darker				https://toloka.yandex.ru/task/33958247/0002062967--62ab99fe68008e1f11e70391	0002062967--62ab98ec34e6286ed5be9d75	0002062967--62ab99fe68008e1f11e70391	033a31ef0539635eb1732438985a7150	APPROVED	2022-06-16T21:00:46.944
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_40.png	Lighter				https://toloka.yandex.ru/task/33958247/0002062967--62ab99ff9e3d5963314f1c4d	0002062967--62ab98ec34e6286ed5be9e36	0002062967--62ab99ff9e3d5963314f1c4d	5664c99b20f52f9aca4678e10baa3aee	APPROVED	2022-06-16T21:00:47.922
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_46.png	Lighter				https://toloka.yandex.ru/task/33958247/0002062967--62ab9a00305b844d0b348518	0002062967--62ab98ec34e6286ed5be9e39	0002062967--62ab9a00305b844d0b348518	70f098f3627a23f63eb0ef3a636a475a	APPROVED	2022-06-16T21:00:48.964
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00027.png	Darker				https://toloka.yandex.ru/task/33958247/0002062967--62ab9a01aff66f39b48d6c55	0002062967--62ab98ec34e6286ed5be9d75	0002062967--62ab9a01aff66f39b48d6c55	64e4bce4ba6ae3c61f3cee9754658ab3	APPROVED	2022-06-16T21:00:49.669
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00195.png	Darker				https://toloka.yandex.ru/task/33958247/0002062967--62ab9a0246781276f555bb56	0002062967--62ab98ec34e6286ed5be9dca	0002062967--62ab9a0246781276f555bb56	7e42bf0c7610ab6415b14e3323fe94db	APPROVED	2022-06-16T21:00:50.825
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00195.png	Darker				https://toloka.yandex.ru/task/33958247/0002062967--62ab9a0297e8692e169602f5	0002062967--62ab98ec34e6286ed5be9dca	0002062967--62ab9a0297e8692e169602f5	baefcdd32f5569e60cb641e0b9149ae5	APPROVED	2022-06-16T21:00:50.218
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_46.png	Lighter				https://toloka.yandex.ru/task/33958247/0002062967--62ab9a02e943321fd5ad9621	0002062967--62ab98ec34e6286ed5be9e39	0002062967--62ab9a02e943321fd5ad9621	b8d4c8e5dae3437f7984f551798dc0de	APPROVED	2022-06-16T21:00:50.557
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00751.png	Lighter				https://toloka.yandex.ru/task/33958247/0002062967--62ab9a04b1b5fe2f484ee99d	0002062967--62ab98ec34e6286ed5be9dff	0002062967--62ab9a04b1b5fe2f484ee99d	98d49b7e019d60b2cf58334a9ba8feff	APPROVED	2022-06-16T21:00:52.566
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_106.png	Lighter				https://toloka.yandex.ru/task/33958247/0002062967--62ab9a05913966743a9f541e	0002062967--62ab98ec34e6286ed5be9e57	0002062967--62ab9a05913966743a9f541e	ded2087d0515d3670a2000f99644a941	APPROVED	2022-06-16T21:00:53.200
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00751.png	Lighter				https://toloka.yandex.ru/task/33958247/0002062967--62ab9a06733c273cbd903fa1	0002062967--62ab98ec34e6286ed5be9dff	0002062967--62ab9a06733c273cbd903fa1	5325b3b2dfdc157d329956aa7b14542d	APPROVED	2022-06-16T21:00:54.484
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00195.png	Darker				https://toloka.yandex.ru/task/33958247/0002062967--62ab9a06da40c1336235c4e9	0002062967--62ab98ec34e6286ed5be9dca	0002062967--62ab9a06da40c1336235c4e9	5664c99b20f52f9aca4678e10baa3aee	APPROVED	2022-06-16T21:00:54.410
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_1404.png	Lighter				https://toloka.yandex.ru/task/33958247/0002062967--62ab9a078777dc53ff68b832	0002062967--62ab98ec34e6286ed5be9ed8	0002062967--62ab9a078777dc53ff68b832	b8d4c8e5dae3437f7984f551798dc0de	APPROVED	2022-06-16T21:00:55.199
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_106.png	Lighter				https://toloka.yandex.ru/task/33958247/0002062967--62ab9a078777dc53ff68b83a	0002062967--62ab98ec34e6286ed5be9e57	0002062967--62ab9a078777dc53ff68b83a	f466e9cf524033b905c842eccc3019cf	APPROVED	2022-06-16T21:00:55.604
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_370.png	Darker				https://toloka.yandex.ru/task/33958247/0002062967--62ab9a07bdb113459c28dc18	0002062967--62ab98ec34e6286ed5be9e97	0002062967--62ab9a07bdb113459c28dc18	fb38e543df5ae69714bfc86abeb62fd0	APPROVED	2022-06-16T21:00:55.111
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_370.png	Darker				https://toloka.yandex.ru/task/33958247/0002062967--62ab9a07d2eb5432f1d0e728	0002062967--62ab98ec34e6286ed5be9e97	0002062967--62ab9a07d2eb5432f1d0e728	baefcdd32f5569e60cb641e0b9149ae5	APPROVED	2022-06-16T21:00:55.929
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00002.png	Darker				https://toloka.yandex.ru/task/33958247/0002062967--62ab9a07e943321fd5ad9636	0002062967--62ab98ec34e6286ed5be9dc0	0002062967--62ab9a07e943321fd5ad9636	e3459bec7857ba8f5e806d8838341d4d	APPROVED	2022-06-16T21:00:55.742
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_1404.png	Lighter				https://toloka.yandex.ru/task/33958247/0002062967--62ab9a0800d07f565dac528e	0002062967--62ab98ec34e6286ed5be9ed8	0002062967--62ab9a0800d07f565dac528e	64e4bce4ba6ae3c61f3cee9754658ab3	APPROVED	2022-06-16T21:00:56.023
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_106.png	Lighter				https://toloka.yandex.ru/task/33958247/0002062967--62ab9a0874abc24c44fc6640	0002062967--62ab98ec34e6286ed5be9e57	0002062967--62ab9a0874abc24c44fc6640	70f098f3627a23f63eb0ef3a636a475a	APPROVED	2022-06-16T21:00:56.681
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00751.png	Lighter				https://toloka.yandex.ru/task/33958247/0002062967--62ab9a08f486ce61cebe9f8a	0002062967--62ab98ec34e6286ed5be9dff	0002062967--62ab9a08f486ce61cebe9f8a	033a31ef0539635eb1732438985a7150	APPROVED	2022-06-16T21:00:56.216
										
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00002.png	Darker				https://toloka.yandex.ru/task/33958247/0002062967--62ab9a0a10f9371ee0dea1db	0002062967--62ab98ec34e6286ed5be9dc0	0002062967--62ab9a0a10f9371ee0dea1db	d2466775cab08a6167ae87a99daa27ab	APPROVED	2022-06-16T21:00:58.144
										
