INPUT:image	OUTPUT:gender	OUTPUT:result	OUTPUT:confidence	GOLDEN:gender	GOLDEN:result	GOLDEN:confidence	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_895.png"""	0	1	0						https://toloka.yandex.ru/task/29960711/0001c92a07--61aba306d3c186783c3900ed	940705ea-e67f-408e-a47a-8b58aae10eda	0001c92a07--61aba306d3c186783c3900ed	4eac57a0e6b2bd20c6a9b5297ee59943	APPROVED	2021-12-04T17:19:02.043
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40988.png"""	1	0	0		0				https://toloka.yandex.ru/task/29960711/0001c92a07--61aba30d880f2a05712f9759	89bbb9ad-5888-42ff-b4ed-0d71d327548d	0001c92a07--61aba30d880f2a05712f9759	e129a680d3180978f01d9436dc10ce2c	APPROVED	2021-12-04T17:19:09.416
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40828.png"""	0	0	0		0				https://toloka.yandex.ru/task/29960711/0001c92a07--61aba316d3c186783c39016f	ffd2130b-be60-4081-9962-6e9bf2c0ab26	0001c92a07--61aba316d3c186783c39016f	4eac57a0e6b2bd20c6a9b5297ee59943	APPROVED	2021-12-04T17:19:18.749
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_841.png"""	1	1	0						https://toloka.yandex.ru/task/29960711/0001c92a07--61aba3219612064ffd725449	7a117cde-797d-42d9-a009-e96972123158	0001c92a07--61aba3219612064ffd725449	e129a680d3180978f01d9436dc10ce2c	APPROVED	2021-12-04T17:19:29.579
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_813.png"""	1	1	0						https://toloka.yandex.ru/task/29960711/0001c92a07--61aba322d46ff461a7f1afa6	65a194a3-33e9-4ca9-885d-0d8ee061abd5	0001c92a07--61aba322d46ff461a7f1afa6	4eac57a0e6b2bd20c6a9b5297ee59943	APPROVED	2021-12-04T17:19:30.195
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_701.png"""	1	0	0						https://toloka.yandex.ru/task/29960711/0001c92a07--61aba3247dabad4c423edddd	77888c1b-5883-4997-9c0f-c0b29aa2c0d2	0001c92a07--61aba3247dabad4c423edddd	9768f0f6864e5b255ce71f6ee1f31b37	APPROVED	2021-12-04T17:19:32.924
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40798.png"""	0	0	0		0				https://toloka.yandex.ru/task/29960711/0001c92a07--61aba32b8f524a1c8a7bc9be	a5ee8ad4-e2d4-4862-83d8-c11408a2a68a	0001c92a07--61aba32b8f524a1c8a7bc9be	8efee29b489022434eda6c1b75e31710	APPROVED	2021-12-04T17:19:39.033
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_309.png"""	0	1	0						https://toloka.yandex.ru/task/29960711/0001c92a07--61aba32d1905f802c7203185	be584221-7339-4465-b4b6-e765bb2ffc4f	0001c92a07--61aba32d1905f802c7203185	e129a680d3180978f01d9436dc10ce2c	APPROVED	2021-12-04T17:19:41.305
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_209.png"""	1	1	0						https://toloka.yandex.ru/task/29960711/0001c92a07--61aba3308f524a1c8a7bca14	5e409635-95a8-4127-ae8b-f49936054c47	0001c92a07--61aba3308f524a1c8a7bca14	4eac57a0e6b2bd20c6a9b5297ee59943	APPROVED	2021-12-04T17:19:44.594
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40995.png"""	1	1	0		0				https://toloka.yandex.ru/task/29960711/0001c92a07--61aba3369612064ffd7254ee	92d6d3e9-6736-4815-b86e-55b660e31448	0001c92a07--61aba3369612064ffd7254ee	e129a680d3180978f01d9436dc10ce2c	APPROVED	2021-12-04T17:19:50.054
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_841.png"""	1	1	0						https://toloka.yandex.ru/task/29960711/0001c92a07--61aba33d336bb66032a4d73c	7a117cde-797d-42d9-a009-e96972123158	0001c92a07--61aba33d336bb66032a4d73c	4eac57a0e6b2bd20c6a9b5297ee59943	APPROVED	2021-12-04T17:19:57.034
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40531.png"""	1	0	0		0				https://toloka.yandex.ru/task/29960711/0001c92a07--61aba3428f524a1c8a7bcacb	fbb089e4-7fc5-4160-aae1-d2c46a5694b6	0001c92a07--61aba3428f524a1c8a7bcacb	8efee29b489022434eda6c1b75e31710	APPROVED	2021-12-04T17:20:02.293
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40511.png"""	1	0	0		0				https://toloka.yandex.ru/task/29960711/0001c92a07--61aba34518153d076c7e1cd5	95c41021-1a52-4ddb-8f24-08f4df1fb231	0001c92a07--61aba34518153d076c7e1cd5	e129a680d3180978f01d9436dc10ce2c	APPROVED	2021-12-04T17:20:05.422
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40988.png"""	0	0	0		0				https://toloka.yandex.ru/task/29960711/0001c92a07--61aba3489e265a148f864f2d	89bbb9ad-5888-42ff-b4ed-0d71d327548d	0001c92a07--61aba3489e265a148f864f2d	7e4bd5673e53ae0652d41b8b902e6ed1	APPROVED	2021-12-04T17:20:08.132
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40896.png"""	0	0	1		0				https://toloka.yandex.ru/task/29960711/0001c92a07--61aba34b8a06601a20847f3f	dab1bbf4-8f5a-492c-9bdd-35f722bc87d9	0001c92a07--61aba34b8a06601a20847f3f	b62c8ba472281539cec2fa130eee7e30	APPROVED	2021-12-04T17:20:11.234
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_591.png"""	0	0	0						https://toloka.yandex.ru/task/29960711/0001c92a07--61aba34c2786e25e67ea07aa	cf186efc-1682-4fc2-805e-e544810ba240	0001c92a07--61aba34c2786e25e67ea07aa	4eac57a0e6b2bd20c6a9b5297ee59943	APPROVED	2021-12-04T17:20:12.217
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40511.png"""	1	0	0		0				https://toloka.yandex.ru/task/29960711/0001c92a07--61aba3502031435ba29730e8	95c41021-1a52-4ddb-8f24-08f4df1fb231	0001c92a07--61aba3502031435ba29730e8	9768f0f6864e5b255ce71f6ee1f31b37	APPROVED	2021-12-04T17:20:16.457
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40907.png"""	0	1	0		0				https://toloka.yandex.ru/task/29960711/0001c92a07--61aba350277a1c323b787762	197c83dd-2b41-4104-bea0-a42816445831	0001c92a07--61aba350277a1c323b787762	e129a680d3180978f01d9436dc10ce2c	APPROVED	2021-12-04T17:20:16.891
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40963.png"""	1	1	0		0				https://toloka.yandex.ru/task/29960711/0001c92a07--61aba35a64610d607e1ed7d8	69ea44d8-f4ff-4c3e-a8f5-795376cf05ad	0001c92a07--61aba35a64610d607e1ed7d8	8efee29b489022434eda6c1b75e31710	APPROVED	2021-12-04T17:20:26.962
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_809.png"""	1	0	0						https://toloka.yandex.ru/task/29960711/0001c92a07--61aba35c686e3d72a4be97eb	fa711ead-7819-489b-b054-92c096e7ce03	0001c92a07--61aba35c686e3d72a4be97eb	4eac57a0e6b2bd20c6a9b5297ee59943	APPROVED	2021-12-04T17:20:28.200
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_39.png"""	1	0	0						https://toloka.yandex.ru/task/29960711/0001c92a07--61aba3694376670967361788	fcf07719-2f01-400e-aa07-61e57f59f106	0001c92a07--61aba3694376670967361788	7e4bd5673e53ae0652d41b8b902e6ed1	APPROVED	2021-12-04T17:20:41.484
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40597.png"""	0	0	0		0				https://toloka.yandex.ru/task/29960711/0001c92a07--61aba36948f66669040d77d1	8784eba1-49e2-442e-8829-f00ee91acf5e	0001c92a07--61aba36948f66669040d77d1	e129a680d3180978f01d9436dc10ce2c	APPROVED	2021-12-04T17:20:41.402
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_967.png"""	1	1	0						https://toloka.yandex.ru/task/29960711/0001c92a07--61aba36956ee9447b635a9e2	961415cb-aafb-4928-ba72-bfce6c5e2522	0001c92a07--61aba36956ee9447b635a9e2	4eac57a0e6b2bd20c6a9b5297ee59943	APPROVED	2021-12-04T17:20:41.524
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40976.png"""	0	0	2		0				https://toloka.yandex.ru/task/29960711/0001c92a07--61aba3698ea104624f36f635	48407e9c-9c4d-43fc-866e-69faedb393d3	0001c92a07--61aba3698ea104624f36f635	b62c8ba472281539cec2fa130eee7e30	APPROVED	2021-12-04T17:20:41.509
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40567.png"""	0	1	0		0				https://toloka.yandex.ru/task/29960711/0001c92a07--61aba37125ab5e662788bbf2	e89cd222-81ae-4030-8b06-4bc5b39e9af9	0001c92a07--61aba37125ab5e662788bbf2	8efee29b489022434eda6c1b75e31710	APPROVED	2021-12-04T17:20:49.808
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40531.png"""	1	0	0		0				https://toloka.yandex.ru/task/29960711/0001c92a07--61aba3761905f802c720334c	fbb089e4-7fc5-4160-aae1-d2c46a5694b6	0001c92a07--61aba3761905f802c720334c	4eac57a0e6b2bd20c6a9b5297ee59943	APPROVED	2021-12-04T17:20:54.540
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_895.png"""	0	0	0						https://toloka.yandex.ru/task/29960711/0001c92a07--61aba37645612c79df4caa47	940705ea-e67f-408e-a47a-8b58aae10eda	0001c92a07--61aba37645612c79df4caa47	e129a680d3180978f01d9436dc10ce2c	APPROVED	2021-12-04T17:20:54.138
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40961.png"""	0	0	0		0				https://toloka.yandex.ru/task/29960711/0001c92a07--61aba37793b45940730bec34	0921ab83-49d5-4b3e-86fd-3925c253427f	0001c92a07--61aba37793b45940730bec34	7e4bd5673e53ae0652d41b8b902e6ed1	APPROVED	2021-12-04T17:20:55.636
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40558.png"""	0	0	0		0				https://toloka.yandex.ru/task/29960711/0001c92a07--61aba3808ea104624f36f6fb	014d5b7b-e1a8-4340-bda7-bde01c6ffb36	0001c92a07--61aba3808ea104624f36f6fb	4eac57a0e6b2bd20c6a9b5297ee59943	APPROVED	2021-12-04T17:21:04.211
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40871.png"""	0	0	0		0				https://toloka.yandex.ru/task/29960711/0001c92a07--61aba382889fb24171318b36	9ce6a3a4-cb0e-400d-9b9e-b98d8a702962	0001c92a07--61aba382889fb24171318b36	8efee29b489022434eda6c1b75e31710	APPROVED	2021-12-04T17:21:06.310
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_39.png"""	1	1	0						https://toloka.yandex.ru/task/29960711/0001c92a07--61aba388ec7c4619a7b0aca5	fcf07719-2f01-400e-aa07-61e57f59f106	0001c92a07--61aba388ec7c4619a7b0aca5	e129a680d3180978f01d9436dc10ce2c	APPROVED	2021-12-04T17:21:12.688
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_163.png"""	0	1	0						https://toloka.yandex.ru/task/29960711/0001c92a07--61aba38bf1bf9615d6cb11c5	9a0a7a61-9169-4067-86fe-ce7134709a3b	0001c92a07--61aba38bf1bf9615d6cb11c5	4eac57a0e6b2bd20c6a9b5297ee59943	APPROVED	2021-12-04T17:21:15.888
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40558.png"""	0	0	0		0				https://toloka.yandex.ru/task/29960711/0001c92a07--61aba390ed797b7414e9014e	014d5b7b-e1a8-4340-bda7-bde01c6ffb36	0001c92a07--61aba390ed797b7414e9014e	8efee29b489022434eda6c1b75e31710	APPROVED	2021-12-04T17:21:20.941
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40653.png"""	0	0	1		0				https://toloka.yandex.ru/task/29960711/0001c92a07--61aba391d46ff461a7f1b3af	b0446d6c-554c-4c83-a2fa-e3ca88c3cd27	0001c92a07--61aba391d46ff461a7f1b3af	b62c8ba472281539cec2fa130eee7e30	APPROVED	2021-12-04T17:21:21.502
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40961.png"""	0	0	0		0				https://toloka.yandex.ru/task/29960711/0001c92a07--61aba3971e37d6183d8dff15	0921ab83-49d5-4b3e-86fd-3925c253427f	0001c92a07--61aba3971e37d6183d8dff15	4eac57a0e6b2bd20c6a9b5297ee59943	APPROVED	2021-12-04T17:21:27.561
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_967.png"""	1	1	0						https://toloka.yandex.ru/task/29960711/0001c92a07--61aba39e48f66669040d7968	961415cb-aafb-4928-ba72-bfce6c5e2522	0001c92a07--61aba39e48f66669040d7968	7e4bd5673e53ae0652d41b8b902e6ed1	APPROVED	2021-12-04T17:21:34.294
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40907.png"""	0	1	0		0				https://toloka.yandex.ru/task/29960711/0001c92a07--61aba3a057d4c910989761db	197c83dd-2b41-4104-bea0-a42816445831	0001c92a07--61aba3a057d4c910989761db	8efee29b489022434eda6c1b75e31710	APPROVED	2021-12-04T17:21:36.930
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40782.png"""	0	0	0		0				https://toloka.yandex.ru/task/29960711/0001c92a07--61aba3a585ad110e27ff4a2c	008f52b4-2e0a-49ec-8845-da6ce73a52c3	0001c92a07--61aba3a585ad110e27ff4a2c	e129a680d3180978f01d9436dc10ce2c	APPROVED	2021-12-04T17:21:41.067
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_39.png"""	1	0	0						https://toloka.yandex.ru/task/29960711/0001c92a07--61aba3aa2de2f447c9e07ee5	fcf07719-2f01-400e-aa07-61e57f59f106	0001c92a07--61aba3aa2de2f447c9e07ee5	4eac57a0e6b2bd20c6a9b5297ee59943	APPROVED	2021-12-04T17:21:46.664
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40868.png"""	0	1	0		0				https://toloka.yandex.ru/task/29960711/0001c92a07--61aba3aaec7c4619a7b0adb5	3277eaec-e8d0-4672-91d9-40101f3f02fb	0001c92a07--61aba3aaec7c4619a7b0adb5	7e4bd5673e53ae0652d41b8b902e6ed1	APPROVED	2021-12-04T17:21:46.516
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40907.png"""	0	1	0		0				https://toloka.yandex.ru/task/29960711/0001c92a07--61aba3ae8fc92d43c03a7067	197c83dd-2b41-4104-bea0-a42816445831	0001c92a07--61aba3ae8fc92d43c03a7067	9768f0f6864e5b255ce71f6ee1f31b37	APPROVED	2021-12-04T17:21:50.026
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_743.png"""	0	0	0						https://toloka.yandex.ru/task/29960711/0001c92a07--61aba3b4ad9d9c12b4666ec2	27521f2d-e9fe-4ed2-a963-96f9909c0227	0001c92a07--61aba3b4ad9d9c12b4666ec2	4eac57a0e6b2bd20c6a9b5297ee59943	APPROVED	2021-12-04T17:21:56.370
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40653.png"""	0	0	0		0				https://toloka.yandex.ru/task/29960711/0001c92a07--61aba3b57dabad4c423ee306	b0446d6c-554c-4c83-a2fa-e3ca88c3cd27	0001c92a07--61aba3b57dabad4c423ee306	e129a680d3180978f01d9436dc10ce2c	APPROVED	2021-12-04T17:21:57.355
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_743.png"""	0	1	0						https://toloka.yandex.ru/task/29960711/0001c92a07--61aba3c0667cba1b47171e1a	27521f2d-e9fe-4ed2-a963-96f9909c0227	0001c92a07--61aba3c0667cba1b47171e1a	8efee29b489022434eda6c1b75e31710	APPROVED	2021-12-04T17:22:08.908
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_987.png"""	1	0	0						https://toloka.yandex.ru/task/29960711/0001c92a07--61aba3c4889fb24171318cca	e6ada80a-082f-45be-ab55-1d46b971faee	0001c92a07--61aba3c4889fb24171318cca	e129a680d3180978f01d9436dc10ce2c	APPROVED	2021-12-04T17:22:12.550
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_417.png"""	0	0	0						https://toloka.yandex.ru/task/29960711/0001c92a07--61aba3ced6d182382f258124	b919f8b2-dca5-4fc7-88e0-66478d48ba45	0001c92a07--61aba3ced6d182382f258124	7e4bd5673e53ae0652d41b8b902e6ed1	APPROVED	2021-12-04T17:22:22.787
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_809.png"""	1	1	0						https://toloka.yandex.ru/task/29960711/0001c92a07--61aba3d22de2f447c9e07f9d	fa711ead-7819-489b-b054-92c096e7ce03	0001c92a07--61aba3d22de2f447c9e07f9d	8efee29b489022434eda6c1b75e31710	APPROVED	2021-12-04T17:22:26.649
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_809.png"""	1	0	0						https://toloka.yandex.ru/task/29960711/0001c92a07--61aba3db48f66669040d7aab	fa711ead-7819-489b-b054-92c096e7ce03	0001c92a07--61aba3db48f66669040d7aab	7e4bd5673e53ae0652d41b8b902e6ed1	APPROVED	2021-12-04T17:22:35.486
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40939.png"""	1	1	0		0				https://toloka.yandex.ru/task/29960711/0001c92a07--61aba3db8fc92d43c03a7150	19041237-845f-4c67-bddb-212761e1a4ed	0001c92a07--61aba3db8fc92d43c03a7150	9768f0f6864e5b255ce71f6ee1f31b37	APPROVED	2021-12-04T17:22:35.214
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_469.png"""	0	0	0						https://toloka.yandex.ru/task/29960711/0001c92a07--61aba3e1a7cd65058d90df29	bac38066-2034-4fe5-941c-8db41922f863	0001c92a07--61aba3e1a7cd65058d90df29	8efee29b489022434eda6c1b75e31710	APPROVED	2021-12-04T17:22:41.298
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40920.png"""	1	0	0		0				https://toloka.yandex.ru/task/29960711/0001c92a07--61aba3e1a7cd65058d90df39	1af4e3b3-99fa-4f5c-9a95-ebf3875b6275	0001c92a07--61aba3e1a7cd65058d90df39	e129a680d3180978f01d9436dc10ce2c	APPROVED	2021-12-04T17:22:41.696
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40782.png"""	0	1	0		0				https://toloka.yandex.ru/task/29960711/0001c92a07--61aba3ed7dabad4c423ee47c	008f52b4-2e0a-49ec-8845-da6ce73a52c3	0001c92a07--61aba3ed7dabad4c423ee47c	7e4bd5673e53ae0652d41b8b902e6ed1	APPROVED	2021-12-04T17:22:53.557
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_417.png"""	0	0	1						https://toloka.yandex.ru/task/29960711/0001c92a07--61aba3f2d3c186783c390786	b919f8b2-dca5-4fc7-88e0-66478d48ba45	0001c92a07--61aba3f2d3c186783c390786	b62c8ba472281539cec2fa130eee7e30	APPROVED	2021-12-04T17:22:58.911
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_95.png"""	1	0	0						https://toloka.yandex.ru/task/29960711/0001c92a07--61aba3f3a5a19325b66b977a	b406d329-4f23-42f0-9856-ec7dea876f34	0001c92a07--61aba3f3a5a19325b66b977a	e129a680d3180978f01d9436dc10ce2c	APPROVED	2021-12-04T17:22:59.374
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_163.png"""	0	0	0						https://toloka.yandex.ru/task/29960711/0001c92a07--61aba3f72031435ba297358e	9a0a7a61-9169-4067-86fe-ce7134709a3b	0001c92a07--61aba3f72031435ba297358e	9768f0f6864e5b255ce71f6ee1f31b37	APPROVED	2021-12-04T17:23:03.167
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40558.png"""	0	0	0		0				https://toloka.yandex.ru/task/29960711/0001c92a07--61aba3ff9e265a148f865409	014d5b7b-e1a8-4340-bda7-bde01c6ffb36	0001c92a07--61aba3ff9e265a148f865409	e129a680d3180978f01d9436dc10ce2c	APPROVED	2021-12-04T17:23:11.418
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_587.png"""	0	0	0						https://toloka.yandex.ru/task/29960711/0001c92a07--61aba400e6166d6a3170d101	49dee55f-383f-4c44-887b-b4374161167d	0001c92a07--61aba400e6166d6a3170d101	7e4bd5673e53ae0652d41b8b902e6ed1	APPROVED	2021-12-04T17:23:12.125
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40567.png"""	0	0	0		0				https://toloka.yandex.ru/task/29960711/0001c92a07--61aba4103e0f222c5af47a9e	e89cd222-81ae-4030-8b06-4bc5b39e9af9	0001c92a07--61aba4103e0f222c5af47a9e	9768f0f6864e5b255ce71f6ee1f31b37	APPROVED	2021-12-04T17:23:28.358
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40575.png"""	2	1	0		0				https://toloka.yandex.ru/task/29960711/0001c92a07--61aba41e45612c79df4caea0	5c60217e-ef55-4197-82eb-34de01541ec5	0001c92a07--61aba41e45612c79df4caea0	e129a680d3180978f01d9436dc10ce2c	APPROVED	2021-12-04T17:23:42.381
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40995.png"""	1	1	0		0				https://toloka.yandex.ru/task/29960711/0001c92a07--61aba42b2ffa870b915df804	92d6d3e9-6736-4815-b86e-55b660e31448	0001c92a07--61aba42b2ffa870b915df804	9768f0f6864e5b255ce71f6ee1f31b37	APPROVED	2021-12-04T17:23:55.556
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40596.png"""	1	0	0		0				https://toloka.yandex.ru/task/29960711/0001c92a07--61aba436d211124f5da4f373	009fdeec-0d1a-480a-a69d-a69514efe181	0001c92a07--61aba436d211124f5da4f373	e129a680d3180978f01d9436dc10ce2c	APPROVED	2021-12-04T17:24:06.453
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40939.png"""	1	0	1		0				https://toloka.yandex.ru/task/29960711/0001c92a07--61aba4381905f802c7203afb	19041237-845f-4c67-bddb-212761e1a4ed	0001c92a07--61aba4381905f802c7203afb	2d3fd459422f41ca5db132f00a4db454	APPROVED	2021-12-04T17:24:08.940
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_647.png"""	0	1	0						https://toloka.yandex.ru/task/29960711/0001c92a07--61aba43b3639bb08eb87cb9f	0e6d5923-7aee-4924-ae58-ae45cca762be	0001c92a07--61aba43b3639bb08eb87cb9f	9768f0f6864e5b255ce71f6ee1f31b37	APPROVED	2021-12-04T17:24:11.034
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40905.png"""	1	0	0		0				https://toloka.yandex.ru/task/29960711/0001c92a07--61aba43d19bf98074ef9cf63	e4a0454b-72ca-4de0-ba5f-7e77475ae0f8	0001c92a07--61aba43d19bf98074ef9cf63	00e03c2e1cddd8d5d95b4037906d66a0	APPROVED	2021-12-04T17:24:13.926
