INPUT:image_left	INPUT:image_right	GOLDEN:result	GOLDEN:textfield	HINT:text
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40034.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_68.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_70.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40035.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_72.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40036.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40037.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_74.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40038.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_76.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40039.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_78.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40040.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_80.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40041.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_82.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40042.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_84.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_86.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40043.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_88.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40044.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40045.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_90.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_92.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40046.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40047.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_94.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40048.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_96.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40049.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_98.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40050.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_100.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40051.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_102.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_104.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40052.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40053.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_106.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_108.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40054.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_110.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40055.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40056.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_112.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_114.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40057.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40058.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_116.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40059.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_118.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_120.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40060.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_122.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40061.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40062.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_124.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40063.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_126.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_128.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40064.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_130.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40065.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_132.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40066.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_134.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40067.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_136.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40068.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_138.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40069.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_140.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40070.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40071.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_142.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40072.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_144.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40073.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_146.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_148.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40074.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40075.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_150.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40076.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_152.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_154.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40077.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40078.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_156.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40079.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_158.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40080.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_160.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_162.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40081.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40082.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_164.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_166.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40083.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40084.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_168.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_170.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40085.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_172.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40086.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_174.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40087.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_176.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40088.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_178.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40089.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_180.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40090.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40091.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_182.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40092.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_184.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40093.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_186.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40094.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_188.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_190.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40095.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_192.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40096.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_194.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40097.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40098.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_196.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_198.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40099.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_200.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40100.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_202.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40101.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40102.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_204.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40103.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_206.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_208.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40104.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40105.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_210.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_212.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40106.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40107.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_214.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_216.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40108.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40109.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_218.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_220.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40110.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40111.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_222.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_224.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40112.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40113.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_226.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_228.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40114.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40115.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_230.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_232.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40116.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40117.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_234.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40118.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_236.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_238.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40119.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40120.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_240.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40121.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_242.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40122.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_244.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40123.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_246.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40124.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_248.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_250.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40125.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40126.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_252.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_254.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40127.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40128.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_256.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40129.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_258.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40130.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_260.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_262.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40131.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40132.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_264.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40133.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_266.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40134.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_268.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_270.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40135.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40136.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_272.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_274.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40137.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_276.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40138.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_278.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40139.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_280.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40140.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40141.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_282.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40142.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_284.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_286.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40143.png	Right	None	The image on the Right is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40144.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_288.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40145.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_290.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40146.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_292.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40147.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_294.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40148.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_296.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40149.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_298.png	Left	None	The image on the Left is REAL.
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40150.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_300.png	Left	None	The image on the Left is REAL.
