INPUT:image_left	INPUT:image_right	GOLDEN:result	GOLDEN:textfield
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40048.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_96.png	Left	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40049.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_98.png	Left	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_100.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40050.png	Right	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_102.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40051.png	Right	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_104.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40052.png	Right	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_106.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40053.png	Right	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_108.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40054.png	Right	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_110.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40055.png	Right	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_112.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40056.png	Right	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_114.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40057.png	Right	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_116.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40058.png	Right	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_118.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40059.png	Right	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_120.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40060.png	Right	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40061.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_122.png	Left	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40062.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_124.png	Left	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_126.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40063.png	Right	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_128.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40064.png	Right	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_130.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40065.png	Right	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_132.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40066.png	Right	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_134.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40067.png	Right	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_136.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40068.png	Right	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40069.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_138.png	Left	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_140.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40070.png	Right	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40071.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_142.png	Left	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40072.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_144.png	Left	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40073.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_146.png	Left	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40074.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_148.png	Left	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_150.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40075.png	Right	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40076.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_152.png	Left	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40077.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_154.png	Left	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_156.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40078.png	Right	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_158.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40079.png	Right	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40080.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_160.png	Left	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_162.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40081.png	Right	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_164.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40082.png	Right	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40083.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_166.png	Left	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_168.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40084.png	Right	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40085.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_170.png	Left	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_172.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40086.png	Right	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_174.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40087.png	Right	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_176.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40088.png	Right	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40089.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_178.png	Left	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_180.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40090.png	Right	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40091.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_182.png	Left	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_184.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40092.png	Right	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_186.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40093.png	Right	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40094.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_188.png	Left	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_190.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40095.png	Right	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_192.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40096.png	Right	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40097.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_194.png	Left	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_196.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40098.png	Right	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40099.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_198.png	Left	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40100.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_200.png	Left	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40101.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_202.png	Left	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40102.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_204.png	Left	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40103.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_206.png	Left	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_208.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40104.png	Right	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40105.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_210.png	Left	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_212.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40106.png	Right	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40107.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_214.png	Left	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40108.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_216.png	Left	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40109.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_218.png	Left	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_220.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40110.png	Right	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_222.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40111.png	Right	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_224.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40112.png	Right	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_226.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40113.png	Right	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40114.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_228.png	Left	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_230.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40115.png	Right	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40116.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_232.png	Left	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_234.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40117.png	Right	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_236.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40118.png	Right	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40119.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_238.png	Left	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40120.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_240.png	Left	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_242.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40121.png	Right	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_244.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40122.png	Right	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_246.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40123.png	Right	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40124.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_248.png	Left	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_250.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40125.png	Right	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40126.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_252.png	Left	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_254.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40127.png	Right	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40128.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_256.png	Left	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_258.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40129.png	Right	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_260.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40130.png	Right	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40131.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_262.png	Left	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_264.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40132.png	Right	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_266.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40133.png	Right	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40134.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_268.png	Left	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_270.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40135.png	Right	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_272.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40136.png	Right	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40137.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_274.png	Left	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40138.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_276.png	Left	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_278.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40139.png	Right	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_280.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40140.png	Right	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_282.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40141.png	Right	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_284.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40142.png	Right	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40143.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_286.png	Left	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_288.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40144.png	Right	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40145.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_290.png	Left	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_292.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40146.png	Right	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_294.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40147.png	Right	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_296.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40148.png	Right	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40149.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_298.png	Left	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_300.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40150.png	Right	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40151.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_302.png	Left	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40152.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_304.png	Left	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_306.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40153.png	Right	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_308.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40154.png	Right	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_310.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40155.png	Right	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40156.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_312.png	Left	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40157.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_314.png	Left	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40158.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_316.png	Left	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40159.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_318.png	Left	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_320.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40160.png	Right	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40161.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_322.png	Left	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40162.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_324.png	Left	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40163.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_326.png	Left	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40164.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_328.png	Left	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40165.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_330.png	Left	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40166.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_332.png	Left	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40167.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_334.png	Left	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_336.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40168.png	Right	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_338.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40169.png	Right	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40170.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_340.png	Left	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_342.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40171.png	Right	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40172.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_344.png	Left	None
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_346.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40173.png	Right	None
