INPUT:image_left	INPUT:image_right	OUTPUT:result	OUTPUT:textfield	GOLDEN:result	GOLDEN:textfield	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_699.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40786.png	Right		Right		The image on the Right is REAL.		https://toloka.yandex.ru/task/30134683/0001cbd19b--61ae72293e0f222c5a09dfd9	16bc1f13-f0de-43e4-965b-c0297670c5d2	0001cbd19b--61ae72293e0f222c5a09dfd9	3877715b787ecd893e5055658f4cae26	APPROVED	2021-12-06T20:27:21.392
													
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_243.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40545.png	Right		Right		The image on the Right is REAL.		https://toloka.yandex.ru/task/30134683/0001cbd19b--61ae7231667cba1b472aa899	df441413-2fb6-4c76-a7ab-ce014b441923	0001cbd19b--61ae7231667cba1b472aa899	62050dccc5bd13c33051af0c3ea7ee4e	APPROVED	2021-12-06T20:27:29.500
													
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_135.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40514.png	Right		Right		The image on the Right is REAL.		https://toloka.yandex.ru/task/30134683/0001cbd19b--61ae7232336bb66032b6b706	49145660-7245-408a-8b84-a21fbe149596	0001cbd19b--61ae7232336bb66032b6b706	3877715b787ecd893e5055658f4cae26	APPROVED	2021-12-06T20:27:30.277
													
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40568.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_323.png	Right		Left		The image on the Left is REAL.		https://toloka.yandex.ru/task/30134683/0001cbd19b--61ae723919bf98074e0f4bcf	8023a8c3-cb5d-48d5-ab4a-ccf77c80542b	0001cbd19b--61ae723919bf98074e0f4bcf	3877715b787ecd893e5055658f4cae26	APPROVED	2021-12-06T20:27:37.127
													
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40614.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_365.png	Left		Left		The image on the Left is REAL.		https://toloka.yandex.ru/task/30134683/0001cbd19b--61ae723c2ffa870b9176553e	621b87f5-fb5c-4a96-b4da-502f8df9941d	0001cbd19b--61ae723c2ffa870b9176553e	62050dccc5bd13c33051af0c3ea7ee4e	APPROVED	2021-12-06T20:27:40.409
													
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40614.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_365.png	Left		Left		The image on the Left is REAL.		https://toloka.yandex.ru/task/30134683/0001cbd19b--61ae724145612c79df5e909a	621b87f5-fb5c-4a96-b4da-502f8df9941d	0001cbd19b--61ae724145612c79df5e909a	3877715b787ecd893e5055658f4cae26	APPROVED	2021-12-06T20:27:45.489
													
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40596.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_35.png	Left		Left		The image on the Left is REAL.		https://toloka.yandex.ru/task/30134683/0001cbd19b--61ae724348f66669041fbc19	a800ee8a-5b43-4f73-8570-e8cd1960fb5f	0001cbd19b--61ae724348f66669041fbc19	62050dccc5bd13c33051af0c3ea7ee4e	APPROVED	2021-12-06T20:27:47.503
													
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40527.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_195.png	Right		Left		The image on the Left is REAL.		https://toloka.yandex.ru/task/30134683/0001cbd19b--61ae72479e265a148f9ae4bf	3a29037e-e36b-4bc7-83b4-4d279a74ac91	0001cbd19b--61ae72479e265a148f9ae4bf	3877715b787ecd893e5055658f4cae26	APPROVED	2021-12-06T20:27:51.875
													
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40535.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_219.png	Left		Left		The image on the Left is REAL.		https://toloka.yandex.ru/task/30134683/0001cbd19b--61ae7250ba2aff5e348c7b2b	12c6afae-4257-489e-97ee-f3addba0ad48	0001cbd19b--61ae7250ba2aff5e348c7b2b	3877715b787ecd893e5055658f4cae26	APPROVED	2021-12-06T20:28:00.372
													
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40584.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_333.png	Right		Left		The image on the Left is REAL.		https://toloka.yandex.ru/task/30134683/0001cbd19b--61ae72552ed8ae28868bf3e1	3acd54a7-cb11-4cdc-8adb-a39c38a070f5	0001cbd19b--61ae72552ed8ae28868bf3e1	62050dccc5bd13c33051af0c3ea7ee4e	APPROVED	2021-12-06T20:28:05.304
													
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40823.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_787.png	Left		Left		The image on the Left is REAL.		https://toloka.yandex.ru/task/30134683/0001cbd19b--61ae7258686e3d72a4d4ec97	ec6cf3cb-3c88-48c1-b100-56380edfea02	0001cbd19b--61ae7258686e3d72a4d4ec97	3877715b787ecd893e5055658f4cae26	APPROVED	2021-12-06T20:28:08.662
													
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40584.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_333.png	Left		Left		The image on the Left is REAL.		https://toloka.yandex.ru/task/30134683/0001cbd19b--61ae7261ed797b7414fa92c3	3acd54a7-cb11-4cdc-8adb-a39c38a070f5	0001cbd19b--61ae7261ed797b7414fa92c3	3877715b787ecd893e5055658f4cae26	APPROVED	2021-12-06T20:28:17.397
													
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40823.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_787.png	Left		Left		The image on the Left is REAL.		https://toloka.yandex.ru/task/30134683/0001cbd19b--61ae72631905f802c7372f98	ec6cf3cb-3c88-48c1-b100-56380edfea02	0001cbd19b--61ae72631905f802c7372f98	62050dccc5bd13c33051af0c3ea7ee4e	APPROVED	2021-12-06T20:28:19.359
													
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40895.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_933.png	Left		Left		The image on the Left is REAL.		https://toloka.yandex.ru/task/30134683/0001cbd19b--61ae7267cffb63121f8e56ce	6b5105ca-a1e5-422c-8441-d18513911044	0001cbd19b--61ae7267cffb63121f8e56ce	01637200339d1a764e6b9a1bff259422	APPROVED	2021-12-06T20:28:23.300
													
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_605.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40747.png	Left		Right		The image on the Right is REAL.		https://toloka.yandex.ru/task/30134683/0001cbd19b--61ae7267f1bf9615d6e4ce23	208ac4b7-6691-4da6-897f-b7c926603c59	0001cbd19b--61ae7267f1bf9615d6e4ce23	3877715b787ecd893e5055658f4cae26	APPROVED	2021-12-06T20:28:23.867
													
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40903.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_963.png	Left		Left		The image on the Left is REAL.		https://toloka.yandex.ru/task/30134683/0001cbd19b--61ae726eba2aff5e348c7bc7	4d7529ed-6477-4657-aa9b-9cb5a265726b	0001cbd19b--61ae726eba2aff5e348c7bc7	62050dccc5bd13c33051af0c3ea7ee4e	APPROVED	2021-12-06T20:28:30.277
													
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40888.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_917.png	Left		Left		The image on the Left is REAL.		https://toloka.yandex.ru/task/30134683/0001cbd19b--61ae726f43766709674b2d8c	fc6f7312-1e7a-45ab-9630-4b59888e3afa	0001cbd19b--61ae726f43766709674b2d8c	3877715b787ecd893e5055658f4cae26	APPROVED	2021-12-06T20:28:31.868
													
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40695.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_519.png	Right		Left		The image on the Left is REAL.		https://toloka.yandex.ru/task/30134683/0001cbd19b--61ae72718a06601a209ff84b	689e8281-6333-49ee-84cc-ca68d36d4fd4	0001cbd19b--61ae72718a06601a209ff84b	01637200339d1a764e6b9a1bff259422	APPROVED	2021-12-06T20:28:33.586
													
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40675.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_427.png	Right		Left		The image on the Left is REAL.		https://toloka.yandex.ru/task/30134683/0001cbd19b--61ae72757dabad4c4254b5a8	1bd331b3-c64f-46d1-afc6-12698aae58ef	0001cbd19b--61ae72757dabad4c4254b5a8	80bc02d9fe69a7ba638b344999f17111	APPROVED	2021-12-06T20:28:37.099
													
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_979.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40916.png	Left		Right		The image on the Right is REAL.		https://toloka.yandex.ru/task/30134683/0001cbd19b--61ae72761ede177829902ff2	3a9f607b-3339-4ce1-83ac-2ec3c27fb8ff	0001cbd19b--61ae72761ede177829902ff2	62050dccc5bd13c33051af0c3ea7ee4e	APPROVED	2021-12-06T20:28:38.097
													
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_731.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40803.png	Right		Right		The image on the Right is REAL.		https://toloka.yandex.ru/task/30134683/0001cbd19b--61ae7282336bb66032b6b996	41cab91a-1c71-4ce5-b4b8-56201b519260	0001cbd19b--61ae7282336bb66032b6b996	62050dccc5bd13c33051af0c3ea7ee4e	APPROVED	2021-12-06T20:28:50.425
													
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_583.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40712.png	Right		Right		The image on the Right is REAL.		https://toloka.yandex.ru/task/30134683/0001cbd19b--61ae72892031435ba2a95972	5a4d5e49-ca40-4077-9073-ae40842d5cec	0001cbd19b--61ae72892031435ba2a95972	62050dccc5bd13c33051af0c3ea7ee4e	APPROVED	2021-12-06T20:28:57.213
													
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40527.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_195.png	Left		Left		The image on the Left is REAL.		https://toloka.yandex.ru/task/30134683/0001cbd19b--61ae72980910fc6b97eca465	3a29037e-e36b-4bc7-83b4-4d279a74ac91	0001cbd19b--61ae72980910fc6b97eca465	62050dccc5bd13c33051af0c3ea7ee4e	APPROVED	2021-12-06T20:29:12.373
													
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_699.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40786.png	Left		Right		The image on the Right is REAL.		https://toloka.yandex.ru/task/30134683/0001cbd19b--61ae72a0336bb66032b6ba1c	16bc1f13-f0de-43e4-965b-c0297670c5d2	0001cbd19b--61ae72a0336bb66032b6ba1c	88c73258a7d29f93365747831c413d79	APPROVED	2021-12-06T20:29:20.239
													
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40568.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_323.png	Left		Left		The image on the Left is REAL.		https://toloka.yandex.ru/task/30134683/0001cbd19b--61ae72a3d3c186783c4c1d29	8023a8c3-cb5d-48d5-ab4a-ccf77c80542b	0001cbd19b--61ae72a3d3c186783c4c1d29	62050dccc5bd13c33051af0c3ea7ee4e	APPROVED	2021-12-06T20:29:23.047
													
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_83.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40832.png	Right		Right		The image on the Right is REAL.		https://toloka.yandex.ru/task/30134683/0001cbd19b--61ae72b7d46ff461a70b2d43	3dad3de5-d620-492d-b1c3-46bb2fc3a105	0001cbd19b--61ae72b7d46ff461a70b2d43	62050dccc5bd13c33051af0c3ea7ee4e	APPROVED	2021-12-06T20:29:43.113
													
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40852.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_859.png	Left		Left		The image on the Left is REAL.		https://toloka.yandex.ru/task/30134683/0001cbd19b--61ae72c5d46ff461a70b2d95	e6f246ac-639d-4810-a03c-4c615a08c5c7	0001cbd19b--61ae72c5d46ff461a70b2d95	62050dccc5bd13c33051af0c3ea7ee4e	APPROVED	2021-12-06T20:29:57.583
													
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40524.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_17.png	Left		Left		The image on the Left is REAL.		https://toloka.yandex.ru/task/30134683/0001cbd19b--61ae72cb25ab5e66279e1373	73e45cd2-3e00-4b35-840b-af605cbb2da2	0001cbd19b--61ae72cb25ab5e66279e1373	62050dccc5bd13c33051af0c3ea7ee4e	APPROVED	2021-12-06T20:30:03.911
													
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_785.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40822.png	Right		Right		The image on the Right is REAL.		https://toloka.yandex.ru/task/30134683/0001cbd19b--61ae72d57dabad4c4254b952	c9373b05-46bb-4f17-9e0d-d82a4d32f37e	0001cbd19b--61ae72d57dabad4c4254b952	62050dccc5bd13c33051af0c3ea7ee4e	APPROVED	2021-12-06T20:30:13.859
													
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40527.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_195.png	Right		Left		The image on the Left is REAL.		https://toloka.yandex.ru/task/30134683/0001cbd19b--61ae72d993b4594073241881	3a29037e-e36b-4bc7-83b4-4d279a74ac91	0001cbd19b--61ae72d993b4594073241881	6aac03ac9b306a0eca3978cc91757b28	APPROVED	2021-12-06T20:30:17.173
													
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40768.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_613.png	Left		Left		The image on the Left is REAL.		https://toloka.yandex.ru/task/30134683/0001cbd19b--61ae72df2786e25e67fc9e77	f3e5f854-4329-4aaa-9ece-b17444516b87	0001cbd19b--61ae72df2786e25e67fc9e77	62050dccc5bd13c33051af0c3ea7ee4e	APPROVED	2021-12-06T20:30:23.521
													
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40537.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_233.png	Left		Left		The image on the Left is REAL.		https://toloka.yandex.ru/task/30134683/0001cbd19b--61ae72e556ee9447b64c6598	9828cd54-deb6-4c3a-8388-7137ec1db16b	0001cbd19b--61ae72e556ee9447b64c6598	62050dccc5bd13c33051af0c3ea7ee4e	APPROVED	2021-12-06T20:30:29.162
													
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40695.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_519.png	Left		Left		The image on the Left is REAL.		https://toloka.yandex.ru/task/30134683/0001cbd19b--61ae72f4ed797b7414fa95ba	689e8281-6333-49ee-84cc-ca68d36d4fd4	0001cbd19b--61ae72f4ed797b7414fa95ba	62050dccc5bd13c33051af0c3ea7ee4e	APPROVED	2021-12-06T20:30:44.468
													
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_785.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40822.png	Left		Right		The image on the Right is REAL.		https://toloka.yandex.ru/task/30134683/0001cbd19b--61ae72fa56ee9447b64c6641	c9373b05-46bb-4f17-9e0d-d82a4d32f37e	0001cbd19b--61ae72fa56ee9447b64c6641	35c9164cdff36d639af838e7faa48a05	APPROVED	2021-12-06T20:30:50.992
													
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_343.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40588.png	Right		Right		The image on the Right is REAL.		https://toloka.yandex.ru/task/30134683/0001cbd19b--61ae72fb9e265a148f9ae8ea	34e94317-8609-43f0-bbf5-18647dd3c989	0001cbd19b--61ae72fb9e265a148f9ae8ea	62050dccc5bd13c33051af0c3ea7ee4e	APPROVED	2021-12-06T20:30:51.028
													
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40695.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_519.png	Right		Left		The image on the Left is REAL.		https://toloka.yandex.ru/task/30134683/0001cbd19b--61ae72fe6b8dbc6f8ec2d332	689e8281-6333-49ee-84cc-ca68d36d4fd4	0001cbd19b--61ae72fe6b8dbc6f8ec2d332	395a54092eaac009669d9481ea25ad91	APPROVED	2021-12-06T20:30:54.792
													
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40655.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_377.png	Right		Left		The image on the Left is REAL.		https://toloka.yandex.ru/task/30134683/0001cbd19b--61ae7301686e3d72a4d4f14a	3944b41b-f46d-46ff-98c8-0109d5258aba	0001cbd19b--61ae7301686e3d72a4d4f14a	62050dccc5bd13c33051af0c3ea7ee4e	APPROVED	2021-12-06T20:30:57.079
													
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40856.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_877.png	Left		Left		The image on the Left is REAL.		https://toloka.yandex.ru/task/30134683/0001cbd19b--61ae731719bf98074e0f5159	c8c93817-5539-491f-8682-d090a0e91fc2	0001cbd19b--61ae731719bf98074e0f5159	62050dccc5bd13c33051af0c3ea7ee4e	APPROVED	2021-12-06T20:31:19.927
													
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40888.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_917.png	Left		Left		The image on the Left is REAL.		https://toloka.yandex.ru/task/30134683/0001cbd19b--61ae731d77ad991000d1711d	fc6f7312-1e7a-45ab-9630-4b59888e3afa	0001cbd19b--61ae731d77ad991000d1711d	62050dccc5bd13c33051af0c3ea7ee4e	APPROVED	2021-12-06T20:31:25.816
													
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_699.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40786.png	Right		Right		The image on the Right is REAL.		https://toloka.yandex.ru/task/30134683/0001cbd19b--61ae7325667cba1b472ab06f	16bc1f13-f0de-43e4-965b-c0297670c5d2	0001cbd19b--61ae7325667cba1b472ab06f	bcd1316a86a3bb583ad687605abf239e	APPROVED	2021-12-06T20:31:33.604
													
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40568.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_323.png	Right		Left		The image on the Left is REAL.		https://toloka.yandex.ru/task/30134683/0001cbd19b--61ae732f57d4c91098aa194b	8023a8c3-cb5d-48d5-ab4a-ccf77c80542b	0001cbd19b--61ae732f57d4c91098aa194b	bcd1316a86a3bb583ad687605abf239e	APPROVED	2021-12-06T20:31:43.741
													
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40852.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_859.png	Right		Left		The image on the Left is REAL.		https://toloka.yandex.ru/task/30134683/0001cbd19b--61ae73857e288174a932e292	e6f246ac-639d-4810-a03c-4c615a08c5c7	0001cbd19b--61ae73857e288174a932e292	356ce3f92b401bf4d1f46b4249c9a8da	APPROVED	2021-12-06T20:33:09.610
													
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_811.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40831.png	Left		Right		The image on the Right is REAL.		https://toloka.yandex.ru/task/30134683/0001cbd19b--61ae73879612064ffd88d7e6	efe8252c-f2f2-42de-9346-8d78f27a1742	0001cbd19b--61ae73879612064ffd88d7e6	7f3f2bd3d032ef73174ba6d7628afd2c	APPROVED	2021-12-06T20:33:11.028
													
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40506.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_133.png	Right		Left		The image on the Left is REAL.		https://toloka.yandex.ru/task/30134683/0001cbd19b--61ae73a018153d076c9488df	9795d57e-70d6-4e74-a0f4-d3535d31f71b	0001cbd19b--61ae73a018153d076c9488df	bebd7f97828733fecdc4785f734597e0	APPROVED	2021-12-06T20:33:36.779
													
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_731.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40803.png	Left		Right		The image on the Right is REAL.		https://toloka.yandex.ru/task/30134683/0001cbd19b--61ae73be2ed8ae28868bff11	41cab91a-1c71-4ce5-b4b8-56201b519260	0001cbd19b--61ae73be2ed8ae28868bff11	811db00ce78e30fcb54df6e375846b7d	APPROVED	2021-12-06T20:34:06.721
													
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40695.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_519.png	Left		Left		The image on the Left is REAL.		https://toloka.yandex.ru/task/30134683/0001cbd19b--61ae73d9a5a19325b6813cd9	689e8281-6333-49ee-84cc-ca68d36d4fd4	0001cbd19b--61ae73d9a5a19325b6813cd9	142cf83f58a51fd3e63a5e97fd4e9279	APPROVED	2021-12-06T20:34:33.276
													
https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_785.png	https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/original/40822.png	Right		Right		The image on the Right is REAL.		https://toloka.yandex.ru/task/30134683/0001cbd19b--61ae73e264610d607e31c53a	c9373b05-46bb-4f17-9e0d-d82a4d32f37e	0001cbd19b--61ae73e264610d607e31c53a	142cf83f58a51fd3e63a5e97fd4e9279	APPROVED	2021-12-06T20:34:42.642
													
