INPUT:image	OUTPUT:reason	OUTPUT:result	OUTPUT:confidence	GOLDEN:reason	GOLDEN:result	GOLDEN:confidence	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00064.png"""		1	1		0				https://toloka.yandex.ru/task/34051317/00020794f5--62b3a72f371c915f3917d358	9314dfb1-6a03-4221-8d0b-e664682423f5	00020794f5--62b3a72f371c915f3917d358	4fb15ad92f31e27a14d83d0b7d98b2f2	APPROVED	2022-06-22T23:35:11.325
														
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00039.png"""		0	1		0				https://toloka.yandex.ru/task/34051317/00020794f5--62b3a7311e81a53ef5556a1a	91d1ee27-34c0-4482-a50b-bb39f58d19f0	00020794f5--62b3a7311e81a53ef5556a1a	98d49b7e019d60b2cf58334a9ba8feff	APPROVED	2022-06-22T23:35:13.679
														
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00695.png"""		0	0		0				https://toloka.yandex.ru/task/34051317/00020794f5--62b3a7344620232957a91e70	8b11d9e0-36c3-4dad-a66c-11c229d752de	00020794f5--62b3a7344620232957a91e70	b8d4c8e5dae3437f7984f551798dc0de	APPROVED	2022-06-22T23:35:16.335
														
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00005.png"""		0	2		0				https://toloka.yandex.ru/task/34051317/00020794f5--62b3a73486474a5c9aa4a29d	076e9c18-2cac-41b1-bcc8-bd92f4b7496f	00020794f5--62b3a73486474a5c9aa4a29d	08fc9ff050d327b517b5d26eb9f7ef8d	APPROVED	2022-06-22T23:35:16.601
														
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_182.png"""		1	0		1				https://toloka.yandex.ru/task/34051317/00020794f5--62b3a73a678bff4f9779befd	d3ae922f-ea91-4835-97b9-e6b826d06e0f	00020794f5--62b3a73a678bff4f9779befd	b8d4c8e5dae3437f7984f551798dc0de	APPROVED	2022-06-22T23:35:22.342
														
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00832.png"""		1	0		0				https://toloka.yandex.ru/task/34051317/00020794f5--62b3a73b75b9932fb10098aa	474501b8-fae6-4ecc-a819-419244508dac	00020794f5--62b3a73b75b9932fb10098aa	98d49b7e019d60b2cf58334a9ba8feff	APPROVED	2022-06-22T23:35:23.855
														
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_52.png"""		0	0		1				https://toloka.yandex.ru/task/34051317/00020794f5--62b3a740a59ced0c3908dca6	1c796c1a-ee0f-46b2-80a8-2bc1960b0b75	00020794f5--62b3a740a59ced0c3908dca6	b8d4c8e5dae3437f7984f551798dc0de	APPROVED	2022-06-22T23:35:28.644
														
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00600.png"""		1	1		0				https://toloka.yandex.ru/task/34051317/00020794f5--62b3a7444cdb14676c0db046	83da6945-916a-4f14-bf14-4289cd730d1a	00020794f5--62b3a7444cdb14676c0db046	98d49b7e019d60b2cf58334a9ba8feff	APPROVED	2022-06-22T23:35:32.378
														
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_432.png"""		0	0		1				https://toloka.yandex.ru/task/34051317/00020794f5--62b3a7477e485c6d1ba15f8b	d5a1eb92-39f1-44a7-b94c-bcee1c84c07e	00020794f5--62b3a7477e485c6d1ba15f8b	b8d4c8e5dae3437f7984f551798dc0de	APPROVED	2022-06-22T23:35:35.939
														
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00874.png"""		1	0		0				https://toloka.yandex.ru/task/34051317/00020794f5--62b3a74960b2102964c51c4a	3f2554bb-dd1a-4d4a-b06c-0e7a82238f00	00020794f5--62b3a74960b2102964c51c4a	0a9c7a257f3d0408da86bb71843cd53f	APPROVED	2022-06-22T23:35:37.964
														
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00103.png"""		0	1		0				https://toloka.yandex.ru/task/34051317/00020794f5--62b3a74d63015f6719ae7405	3f08b8f8-6581-4220-b8fc-e99079b02e52	00020794f5--62b3a74d63015f6719ae7405	98d49b7e019d60b2cf58334a9ba8feff	APPROVED	2022-06-22T23:35:41.878
														
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00023.png"""		0	0		0				https://toloka.yandex.ru/task/34051317/00020794f5--62b3a74fd3f9887f0ac5cee3	e39adc82-ddb2-49ec-84d8-bf29387d35af	00020794f5--62b3a74fd3f9887f0ac5cee3	b8d4c8e5dae3437f7984f551798dc0de	APPROVED	2022-06-22T23:35:43.611
														
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00064.png"""		1	0		0				https://toloka.yandex.ru/task/34051317/00020794f5--62b3a7591e81a53ef5556ad6	9314dfb1-6a03-4221-8d0b-e664682423f5	00020794f5--62b3a7591e81a53ef5556ad6	b8d4c8e5dae3437f7984f551798dc0de	APPROVED	2022-06-22T23:35:53.284
														
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00938.png"""		0	0		0				https://toloka.yandex.ru/task/34051317/00020794f5--62b3a760db3c0e2a7ee16d48	59541799-685b-4c79-9bc1-741051c39e08	00020794f5--62b3a760db3c0e2a7ee16d48	b8d4c8e5dae3437f7984f551798dc0de	APPROVED	2022-06-22T23:36:00.444
														
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_1336.png"""		0	0		1				https://toloka.yandex.ru/task/34051317/00020794f5--62b3a7691e81a53ef5556b36	4cc76249-e0c4-4546-afc6-8c0326c8057c	00020794f5--62b3a7691e81a53ef5556b36	b8d4c8e5dae3437f7984f551798dc0de	APPROVED	2022-06-22T23:36:09.454
														
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_162.png"""		1	2		1				https://toloka.yandex.ru/task/34051317/00020794f5--62b3a769371c915f3917d405	676dd29a-af12-4284-98b4-ec318ce2bd86	00020794f5--62b3a769371c915f3917d405	37f1df0732e285869a402971d00f2696	APPROVED	2022-06-22T23:36:09.479
														
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00103.png"""		0	2		0				https://toloka.yandex.ru/task/34051317/00020794f5--62b3a76a5b93d63c9a6d22a7	3f08b8f8-6581-4220-b8fc-e99079b02e52	00020794f5--62b3a76a5b93d63c9a6d22a7	08fc9ff050d327b517b5d26eb9f7ef8d	APPROVED	2022-06-22T23:36:10.618
														
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_1520.png"""		1	0		1				https://toloka.yandex.ru/task/34051317/00020794f5--62b3a770ee24122ca3213dbf	c199b3c6-5533-4bb6-869c-144b496359ef	00020794f5--62b3a770ee24122ca3213dbf	b8d4c8e5dae3437f7984f551798dc0de	APPROVED	2022-06-22T23:36:16.458
														
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00600.png"""		0	0		0				https://toloka.yandex.ru/task/34051317/00020794f5--62b3a778ee0a3360b785d220	83da6945-916a-4f14-bf14-4289cd730d1a	00020794f5--62b3a778ee0a3360b785d220	b8d4c8e5dae3437f7984f551798dc0de	APPROVED	2022-06-22T23:36:24.330
														
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_100.png"""		0	1		1				https://toloka.yandex.ru/task/34051317/00020794f5--62b3a77a503a6f228c0ae547	a6dac868-b7c9-4977-b889-3b9f628af653	00020794f5--62b3a77a503a6f228c0ae547	08fc9ff050d327b517b5d26eb9f7ef8d	APPROVED	2022-06-22T23:36:26.421
														
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00695.png"""		0	1		0				https://toloka.yandex.ru/task/34051317/00020794f5--62b3a780a8896c3dd9dea9f3	8b11d9e0-36c3-4dad-a66c-11c229d752de	00020794f5--62b3a780a8896c3dd9dea9f3	37f1df0732e285869a402971d00f2696	APPROVED	2022-06-22T23:36:32.864
														
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_162.png"""		0	0		1				https://toloka.yandex.ru/task/34051317/00020794f5--62b3a7820e83233f579f29f6	676dd29a-af12-4284-98b4-ec318ce2bd86	00020794f5--62b3a7820e83233f579f29f6	26280e1820b8814121a2adeaac9fd199	APPROVED	2022-06-22T23:36:34.145
														
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00039.png"""		0	0		0				https://toloka.yandex.ru/task/34051317/00020794f5--62b3a789ee0a3360b785d29b	91d1ee27-34c0-4482-a50b-bb39f58d19f0	00020794f5--62b3a789ee0a3360b785d29b	37f1df0732e285869a402971d00f2696	APPROVED	2022-06-22T23:36:41.330
														
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00097.png"""		0	0		0				https://toloka.yandex.ru/task/34051317/00020794f5--62b3a78d07e12b7ece57bd6c	152cc8b2-53c5-48fa-a195-41e392beb5ff	00020794f5--62b3a78d07e12b7ece57bd6c	08fc9ff050d327b517b5d26eb9f7ef8d	APPROVED	2022-06-22T23:36:45.048
														
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_1336.png"""		0	2		1				https://toloka.yandex.ru/task/34051317/00020794f5--62b3a7966e0fe37e52163112	4cc76249-e0c4-4546-afc6-8c0326c8057c	00020794f5--62b3a7966e0fe37e52163112	37f1df0732e285869a402971d00f2696	APPROVED	2022-06-22T23:36:54.296
														
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00695.png"""		1	1		0				https://toloka.yandex.ru/task/34051317/00020794f5--62b3a79c63015f6719ae754e	8b11d9e0-36c3-4dad-a66c-11c229d752de	00020794f5--62b3a79c63015f6719ae754e	08fc9ff050d327b517b5d26eb9f7ef8d	APPROVED	2022-06-22T23:37:00.886
														
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00097.png"""		0	0		0				https://toloka.yandex.ru/task/34051317/00020794f5--62b3a7a772196247e3dc1cf4	152cc8b2-53c5-48fa-a195-41e392beb5ff	00020794f5--62b3a7a772196247e3dc1cf4	455a1c6ec9b0d1126d0d056d66eac175	APPROVED	2022-06-22T23:37:11.169
														
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00600.png"""		1	1		0				https://toloka.yandex.ru/task/34051317/00020794f5--62b3a7a8503a6f228c0ae5db	83da6945-916a-4f14-bf14-4289cd730d1a	00020794f5--62b3a7a8503a6f228c0ae5db	08fc9ff050d327b517b5d26eb9f7ef8d	APPROVED	2022-06-22T23:37:12.349
														
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_462.png"""		1	2		1				https://toloka.yandex.ru/task/34051317/00020794f5--62b3a7bbbfbc917187358a6c	0926c5c7-2681-48b2-bfe7-c93ed32a0623	00020794f5--62b3a7bbbfbc917187358a6c	37f1df0732e285869a402971d00f2696	APPROVED	2022-06-22T23:37:31.166
														
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_1520.png"""		1	0		1				https://toloka.yandex.ru/task/34051317/00020794f5--62b3a7bc1f245937779de8e4	c199b3c6-5533-4bb6-869c-144b496359ef	00020794f5--62b3a7bc1f245937779de8e4	ba07f102831f40212707cf0f7ee89a08	APPROVED	2022-06-22T23:37:32.608
														
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00050.png"""		1	0		0				https://toloka.yandex.ru/task/34051317/00020794f5--62b3a7bf0e83233f579f2b0c	0796808a-afd6-406f-bff4-b16378cca8b2	00020794f5--62b3a7bf0e83233f579f2b0c	08fc9ff050d327b517b5d26eb9f7ef8d	APPROVED	2022-06-22T23:37:35.575
														
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_462.png"""		0	0		1				https://toloka.yandex.ru/task/34051317/00020794f5--62b3a7c34620232957a920b3	0926c5c7-2681-48b2-bfe7-c93ed32a0623	00020794f5--62b3a7c34620232957a920b3	455a1c6ec9b0d1126d0d056d66eac175	APPROVED	2022-06-22T23:37:39.979
														
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00094.png"""		1	1		0				https://toloka.yandex.ru/task/34051317/00020794f5--62b3a7c975b9932fb1009c7a	0d762fae-6bd7-45f4-8f21-9b0fe041ae5b	00020794f5--62b3a7c975b9932fb1009c7a	08fc9ff050d327b517b5d26eb9f7ef8d	APPROVED	2022-06-22T23:37:45.365
														
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_4.png"""		0	0		1				https://toloka.yandex.ru/task/34051317/00020794f5--62b3a7cb1e81a53ef5556d2f	34864f21-2f7f-4a87-9ba8-336ca28153cf	00020794f5--62b3a7cb1e81a53ef5556d2f	ba07f102831f40212707cf0f7ee89a08	APPROVED	2022-06-22T23:37:47.294
														
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00103.png"""		0	1		0				https://toloka.yandex.ru/task/34051317/00020794f5--62b3a7ced3f9887f0ac5d15a	3f08b8f8-6581-4220-b8fc-e99079b02e52	00020794f5--62b3a7ced3f9887f0ac5d15a	37f1df0732e285869a402971d00f2696	APPROVED	2022-06-22T23:37:50.536
														
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00023.png"""		0	0		0				https://toloka.yandex.ru/task/34051317/00020794f5--62b3a7d411330202f5e192a4	e39adc82-ddb2-49ec-84d8-bf29387d35af	00020794f5--62b3a7d411330202f5e192a4	4cfa5fec2237e013be8be8b037fac039	APPROVED	2022-06-22T23:37:56.703
														
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_182.png"""		1	0		1				https://toloka.yandex.ru/task/34051317/00020794f5--62b3a7da60b2102964c51e77	d3ae922f-ea91-4835-97b9-e6b826d06e0f	00020794f5--62b3a7da60b2102964c51e77	ba07f102831f40212707cf0f7ee89a08	APPROVED	2022-06-22T23:38:02.433
														
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00064.png"""		1	0		0				https://toloka.yandex.ru/task/34051317/00020794f5--62b3a7e12fbdfa4c43e183f9	9314dfb1-6a03-4221-8d0b-e664682423f5	00020794f5--62b3a7e12fbdfa4c43e183f9	455a1c6ec9b0d1126d0d056d66eac175	APPROVED	2022-06-22T23:38:09.477
														
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00094.png"""		0	1		0				https://toloka.yandex.ru/task/34051317/00020794f5--62b3a7e81f245937779de99e	0d762fae-6bd7-45f4-8f21-9b0fe041ae5b	00020794f5--62b3a7e81f245937779de99e	37f1df0732e285869a402971d00f2696	APPROVED	2022-06-22T23:38:16.774
														
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_1520.png"""		1	1		1				https://toloka.yandex.ru/task/34051317/00020794f5--62b3a7e91323912d66bf8011	c199b3c6-5533-4bb6-869c-144b496359ef	00020794f5--62b3a7e91323912d66bf8011	fda73724e6e5dae7248c51ce33f5a3c1	APPROVED	2022-06-22T23:38:17.716
														
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_24.png"""		1	0		1				https://toloka.yandex.ru/task/34051317/00020794f5--62b3a7eb1e81a53ef5556dba	7fec2f81-fe9a-4f9d-ab44-70e998a73ced	00020794f5--62b3a7eb1e81a53ef5556dba	4cfa5fec2237e013be8be8b037fac039	APPROVED	2022-06-22T23:38:19.484
														
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_432.png"""		1	1		1				https://toloka.yandex.ru/task/34051317/00020794f5--62b3a7f37add182ed2df08e4	d5a1eb92-39f1-44a7-b94c-bcee1c84c07e	00020794f5--62b3a7f37add182ed2df08e4	fda73724e6e5dae7248c51ce33f5a3c1	APPROVED	2022-06-22T23:38:27.800
														
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00103.png"""		0	0		0				https://toloka.yandex.ru/task/34051317/00020794f5--62b3a7f423950a60072f5cc9	3f08b8f8-6581-4220-b8fc-e99079b02e52	00020794f5--62b3a7f423950a60072f5cc9	ba07f102831f40212707cf0f7ee89a08	APPROVED	2022-06-22T23:38:28.844
														
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_110.png"""		1	0		1				https://toloka.yandex.ru/task/34051317/00020794f5--62b3a7ff503a6f228c0ae761	854a92dc-ac68-46cb-a90c-3dff7ac4697f	00020794f5--62b3a7ff503a6f228c0ae761	4cfa5fec2237e013be8be8b037fac039	APPROVED	2022-06-22T23:38:39.364
														
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_52.png"""		1	1		1				https://toloka.yandex.ru/task/34051317/00020794f5--62b3a8014cdb14676c0db2d1	1c796c1a-ee0f-46b2-80a8-2bc1960b0b75	00020794f5--62b3a8014cdb14676c0db2d1	fda73724e6e5dae7248c51ce33f5a3c1	APPROVED	2022-06-22T23:38:41.975
														
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_1336.png"""		0	0		1				https://toloka.yandex.ru/task/34051317/00020794f5--62b3a809f59b6d7973ec183b	4cc76249-e0c4-4546-afc6-8c0326c8057c	00020794f5--62b3a809f59b6d7973ec183b	4cfa5fec2237e013be8be8b037fac039	APPROVED	2022-06-22T23:38:49.617
														
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_100.png"""		1	2		1				https://toloka.yandex.ru/task/34051317/00020794f5--62b3a80c2bc50178c8848ebd	a6dac868-b7c9-4977-b889-3b9f628af653	00020794f5--62b3a80c2bc50178c8848ebd	fda73724e6e5dae7248c51ce33f5a3c1	APPROVED	2022-06-22T23:38:52.603
														
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00050.png"""		0	0		0				https://toloka.yandex.ru/task/34051317/00020794f5--62b3a80f4620232957a921da	0796808a-afd6-406f-bff4-b16378cca8b2	00020794f5--62b3a80f4620232957a921da	37f1df0732e285869a402971d00f2696	APPROVED	2022-06-22T23:38:55.281
														
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00039.png"""		0	0		0				https://toloka.yandex.ru/task/34051317/00020794f5--62b3a8151f245937779dea5a	91d1ee27-34c0-4482-a50b-bb39f58d19f0	00020794f5--62b3a8151f245937779dea5a	ba07f102831f40212707cf0f7ee89a08	APPROVED	2022-06-22T23:39:01.640
														
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00832.png"""		0	1		0				https://toloka.yandex.ru/task/34051317/00020794f5--62b3a819371c915f3917d5c5	474501b8-fae6-4ecc-a819-419244508dac	00020794f5--62b3a819371c915f3917d5c5	37f1df0732e285869a402971d00f2696	APPROVED	2022-06-22T23:39:05.821
														
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00695.png"""		0	0		0				https://toloka.yandex.ru/task/34051317/00020794f5--62b3a81cd3f9887f0ac5d2c3	8b11d9e0-36c3-4dad-a66c-11c229d752de	00020794f5--62b3a81cd3f9887f0ac5d2c3	4cfa5fec2237e013be8be8b037fac039	APPROVED	2022-06-22T23:39:08.419
														
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00600.png"""		0	0		0				https://toloka.yandex.ru/task/34051317/00020794f5--62b3a81e86474a5c9aa4a619	83da6945-916a-4f14-bf14-4289cd730d1a	00020794f5--62b3a81e86474a5c9aa4a619	ba07f102831f40212707cf0f7ee89a08	APPROVED	2022-06-22T23:39:10.907
														
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00010.png"""		0	1		0				https://toloka.yandex.ru/task/34051317/00020794f5--62b3a82711330202f5e193c8	2e299a55-d387-438f-86eb-ff12afac4864	00020794f5--62b3a82711330202f5e193c8	fda73724e6e5dae7248c51ce33f5a3c1	APPROVED	2022-06-22T23:39:19.361
														
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00010.png"""		0	0		0				https://toloka.yandex.ru/task/34051317/00020794f5--62b3a82848ba4a55ad0005f7	2e299a55-d387-438f-86eb-ff12afac4864	00020794f5--62b3a82848ba4a55ad0005f7	9e7d034152fde779582437a8ac6c8c1a	APPROVED	2022-06-22T23:39:20.395
														
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00097.png"""		0	0		0				https://toloka.yandex.ru/task/34051317/00020794f5--62b3a82cee24122ca32141c0	152cc8b2-53c5-48fa-a195-41e392beb5ff	00020794f5--62b3a82cee24122ca32141c0	4cfa5fec2237e013be8be8b037fac039	APPROVED	2022-06-22T23:39:24.328
														
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_110.png"""		0	1		1				https://toloka.yandex.ru/task/34051317/00020794f5--62b3a82f6255ea71b2b917e7	854a92dc-ac68-46cb-a90c-3dff7ac4697f	00020794f5--62b3a82f6255ea71b2b917e7	37f1df0732e285869a402971d00f2696	APPROVED	2022-06-22T23:39:27.238
														
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00097.png"""		1	0		0				https://toloka.yandex.ru/task/34051317/00020794f5--62b3a83089998b36af93a781	152cc8b2-53c5-48fa-a195-41e392beb5ff	00020794f5--62b3a83089998b36af93a781	9e7d034152fde779582437a8ac6c8c1a	APPROVED	2022-06-22T23:39:28.899
														
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_432.png"""		1	0		1				https://toloka.yandex.ru/task/34051317/00020794f5--62b3a83272196247e3dc1edc	d5a1eb92-39f1-44a7-b94c-bcee1c84c07e	00020794f5--62b3a83272196247e3dc1edc	ba07f102831f40212707cf0f7ee89a08	APPROVED	2022-06-22T23:39:30.013
														
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_52.png"""		0	0		1				https://toloka.yandex.ru/task/34051317/00020794f5--62b3a837a8896c3dd9deabfe	1c796c1a-ee0f-46b2-80a8-2bc1960b0b75	00020794f5--62b3a837a8896c3dd9deabfe	9e7d034152fde779582437a8ac6c8c1a	APPROVED	2022-06-22T23:39:35.147
														
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00832.png"""		0	0		0				https://toloka.yandex.ru/task/34051317/00020794f5--62b3a838f386c61f526a6900	474501b8-fae6-4ecc-a819-419244508dac	00020794f5--62b3a838f386c61f526a6900	4cfa5fec2237e013be8be8b037fac039	APPROVED	2022-06-22T23:39:36.368
														
