INPUT:image	OUTPUT:reason	OUTPUT:result	OUTPUT:confidence	GOLDEN:reason	GOLDEN:result	GOLDEN:confidence	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started	ASSIGNMENT:submitted
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00920.png"""		0	1		0				https://toloka.yandex.ru/task/33987192/0002069a78--62ae52605d176f26c9662805	270b5871-983b-4b93-923e-5805112ecf42	0002069a78--62ae52605d176f26c9662805	52ce46e9f0b01f4ce861907520afe5c7	APPROVED	2022-06-18T22:32:00.381	2022-06-18T22:32:52.388
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00453.png"""		0	0		0				https://toloka.yandex.ru/task/33987192/0002069a78--62ae5277d053cf29e7e777a1	aae3e70c-d5ef-4e01-a1f3-0820e9b3a74b	0002069a78--62ae5277d053cf29e7e777a1	bfda5dfd3da0ef542be9fbe40559fec8	APPROVED	2022-06-18T22:32:23.640	2022-06-18T22:32:46.435
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00816.png"""		0	1		0				https://toloka.yandex.ru/task/33987192/0002069a78--62ae5296664dff0a81492358	51ee246a-ed20-4f14-a3e4-cba3c34ff33b	0002069a78--62ae5296664dff0a81492358	52ce46e9f0b01f4ce861907520afe5c7	APPROVED	2022-06-18T22:32:54.662	2022-06-18T22:33:10.712
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_1478.png"""		0	0		1				https://toloka.yandex.ru/task/33987192/0002069a78--62ae52ab0838473994ac81be	268fdc4d-19e6-4362-8f41-9eec51551507	0002069a78--62ae52ab0838473994ac81be	bfda5dfd3da0ef542be9fbe40559fec8	APPROVED	2022-06-18T22:33:15.660	2022-06-18T22:33:34.425
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_90.png"""		0	0		1				https://toloka.yandex.ru/task/33987192/0002069a78--62ae52b1de59213833644c3f	d16df22e-fe1f-43ca-b368-6f135cdc3a35	0002069a78--62ae52b1de59213833644c3f	fb38e543df5ae69714bfc86abeb62fd0	APPROVED	2022-06-18T22:33:21.984	2022-06-18T22:33:47.131
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00361.png"""		1	1		0				https://toloka.yandex.ru/task/33987192/0002069a78--62ae52c12f19775ffa36cc05	245c1059-f47a-4eb6-9a5d-c43de4ced99f	0002069a78--62ae52c12f19775ffa36cc05	bfda5dfd3da0ef542be9fbe40559fec8	APPROVED	2022-06-18T22:33:37.207	2022-06-18T22:34:54.191
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00361.png"""		0	0		0				https://toloka.yandex.ru/task/33987192/0002069a78--62ae52cdfcdb26631faf6116	245c1059-f47a-4eb6-9a5d-c43de4ced99f	0002069a78--62ae52cdfcdb26631faf6116	fb38e543df5ae69714bfc86abeb62fd0	APPROVED	2022-06-18T22:33:49.256	2022-06-18T22:34:02.126
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00920.png"""		0	0		0				https://toloka.yandex.ru/task/33987192/0002069a78--62ae52dc2f19775ffa36ccdd	270b5871-983b-4b93-923e-5805112ecf42	0002069a78--62ae52dc2f19775ffa36ccdd	fb38e543df5ae69714bfc86abeb62fd0	APPROVED	2022-06-18T22:34:04.874	2022-06-18T22:34:17.079
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00453.png"""		0	0		0				https://toloka.yandex.ru/task/33987192/0002069a78--62ae52ebbf14257215d8798f	aae3e70c-d5ef-4e01-a1f3-0820e9b3a74b	0002069a78--62ae52ebbf14257215d8798f	fb38e543df5ae69714bfc86abeb62fd0	APPROVED	2022-06-18T22:34:19.785	2022-06-18T22:34:30.334
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00920.png"""		0	0		0				https://toloka.yandex.ru/task/33987192/0002069a78--62ae52f75a75ae0e42d5fa98	270b5871-983b-4b93-923e-5805112ecf42	0002069a78--62ae52f75a75ae0e42d5fa98	c9ddfaa9e2deb6dc2c15c30fdd55525f	APPROVED	2022-06-18T22:34:31.155	2022-06-18T22:34:42.506
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_118.png"""		0	0		1				https://toloka.yandex.ru/task/33987192/0002069a78--62ae52f9d3f65f15f0d56deb	f7941784-11d8-4aff-8249-dbecc5dc1d07	0002069a78--62ae52f9d3f65f15f0d56deb	fb38e543df5ae69714bfc86abeb62fd0	APPROVED	2022-06-18T22:34:33.055	2022-06-18T22:34:46.645
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00010.png"""		0	0		0				https://toloka.yandex.ru/task/33987192/0002069a78--62ae52fb48254e0ec74e0335	c42a7024-cd7a-43a0-bfa5-5697e7a70dad	0002069a78--62ae52fb48254e0ec74e0335	727b28810b2666d6b1954102f2177ad3	APPROVED	2022-06-18T22:34:35.608	2022-06-18T22:35:14.019
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00070.png"""		1	0		0				https://toloka.yandex.ru/task/33987192/0002069a78--62ae53041b85c162d5fbf686	3d9af0d6-930c-4796-a3f6-58b8a5cf2a78	0002069a78--62ae53041b85c162d5fbf686	c9ddfaa9e2deb6dc2c15c30fdd55525f	APPROVED	2022-06-18T22:34:44.195	2022-06-18T22:34:56.814
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00056.png"""		0	0		0				https://toloka.yandex.ru/task/33987192/0002069a78--62ae53084c744c10451c40e0	37b189e9-e0d8-4702-9229-3c0ce4d45530	0002069a78--62ae53084c744c10451c40e0	fb38e543df5ae69714bfc86abeb62fd0	APPROVED	2022-06-18T22:34:48.930	2022-06-18T22:34:55.450
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_540.png"""		1	0		1				https://toloka.yandex.ru/task/33987192/0002069a78--62ae531248254e0ec74e03cc	0ea23f38-5757-496c-a8a0-7c6f4138a7ee	0002069a78--62ae531248254e0ec74e03cc	fb38e543df5ae69714bfc86abeb62fd0	APPROVED	2022-06-18T22:34:58.238	2022-06-18T22:35:15.747
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00008.png"""		0	0		0				https://toloka.yandex.ru/task/33987192/0002069a78--62ae5312b1b5fe2f486b6a8f	96b039fb-5577-4400-a5bb-534a4dd2771a	0002069a78--62ae5312b1b5fe2f486b6a8f	c9ddfaa9e2deb6dc2c15c30fdd55525f	APPROVED	2022-06-18T22:34:58.339	2022-06-18T22:35:02.690
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00039.png"""		1	0		0				https://toloka.yandex.ru/task/33987192/0002069a78--62ae5312d3f65f15f0d56ed9	05a5ff4c-8f17-4e18-96d3-620f7b9b4d7f	0002069a78--62ae5312d3f65f15f0d56ed9	bfda5dfd3da0ef542be9fbe40559fec8	APPROVED	2022-06-18T22:34:58.239	2022-06-18T22:36:24.618
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00816.png"""		1	0		0				https://toloka.yandex.ru/task/33987192/0002069a78--62ae5319d2cd4a6fed099d04	51ee246a-ed20-4f14-a3e4-cba3c34ff33b	0002069a78--62ae5319d2cd4a6fed099d04	c9ddfaa9e2deb6dc2c15c30fdd55525f	APPROVED	2022-06-18T22:35:05.344	2022-06-18T22:36:29.332
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00453.png"""		0	0		0				https://toloka.yandex.ru/task/33987192/0002069a78--62ae5324bf14257215d87a8e	aae3e70c-d5ef-4e01-a1f3-0820e9b3a74b	0002069a78--62ae5324bf14257215d87a8e	727b28810b2666d6b1954102f2177ad3	APPROVED	2022-06-18T22:35:16.087	2022-06-18T22:35:38.698
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00029.png"""		0	0		0				https://toloka.yandex.ru/task/33987192/0002069a78--62ae5326d2cd4a6fed099d4f	5aa0e72b-db09-49ce-9879-4707bba8fbc7	0002069a78--62ae5326d2cd4a6fed099d4f	fb38e543df5ae69714bfc86abeb62fd0	APPROVED	2022-06-18T22:35:18.445	2022-06-18T22:35:31.873
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00039.png"""		1	0		0				https://toloka.yandex.ru/task/33987192/0002069a78--62ae53364c744c10451c416e	05a5ff4c-8f17-4e18-96d3-620f7b9b4d7f	0002069a78--62ae53364c744c10451c416e	fb38e543df5ae69714bfc86abeb62fd0	APPROVED	2022-06-18T22:35:34.920	2022-06-18T22:36:00.138
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_540.png"""		1	0		1				https://toloka.yandex.ru/task/33987192/0002069a78--62ae533df486ce61ceda13c4	0ea23f38-5757-496c-a8a0-7c6f4138a7ee	0002069a78--62ae533df486ce61ceda13c4	727b28810b2666d6b1954102f2177ad3	APPROVED	2022-06-18T22:35:41.185	2022-06-18T22:36:01.422
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00010.png"""		0	0		0				https://toloka.yandex.ru/task/33987192/0002069a78--62ae5352d2cd4a6fed099df3	c42a7024-cd7a-43a0-bfa5-5697e7a70dad	0002069a78--62ae5352d2cd4a6fed099df3	fb38e543df5ae69714bfc86abeb62fd0	APPROVED	2022-06-18T22:36:02.373	2022-06-18T22:36:13.244
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_186.png"""		0	0		1				https://toloka.yandex.ru/task/33987192/0002069a78--62ae5353f486ce61ceda1408	0a4d38d0-6b0e-4e9c-bc62-62f60b7a825c	0002069a78--62ae5353f486ce61ceda1408	727b28810b2666d6b1954102f2177ad3	APPROVED	2022-06-18T22:36:03.316	2022-06-18T22:36:18.526
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_1176.png"""		0	0		1				https://toloka.yandex.ru/task/33987192/0002069a78--62ae535ff486ce61ceda1458	aa78ce5a-4153-4b0d-8129-496ff6d8886a	0002069a78--62ae535ff486ce61ceda1458	fb38e543df5ae69714bfc86abeb62fd0	APPROVED	2022-06-18T22:36:15.764	2022-06-18T22:36:28.630
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_72.png"""		0	0		1				https://toloka.yandex.ru/task/33987192/0002069a78--62ae5364bf14257215d87c04	e5e8aed6-5da4-4309-8e30-c517e88f1da1	0002069a78--62ae5364bf14257215d87c04	727b28810b2666d6b1954102f2177ad3	APPROVED	2022-06-18T22:36:20.546	2022-06-18T22:36:36.751
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_1176.png"""		1	0		1				https://toloka.yandex.ru/task/33987192/0002069a78--62ae536c00d07f565dc0dee4	aa78ce5a-4153-4b0d-8129-496ff6d8886a	0002069a78--62ae536c00d07f565dc0dee4	52c6c011d6c715629dee4aef468ad04c	APPROVED	2022-06-18T22:36:28.980	2022-06-18T22:37:10.290
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_432.png"""		1	1		1				https://toloka.yandex.ru/task/33987192/0002069a78--62ae536c09141a0022c7df48	cf427b9b-a0ce-4de5-a77c-e880390937e4	0002069a78--62ae536c09141a0022c7df48	bfda5dfd3da0ef542be9fbe40559fec8	APPROVED	2022-06-18T22:36:28.447	2022-06-18T22:36:48.115
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_1468.png"""		0	0		1				https://toloka.yandex.ru/task/33987192/0002069a78--62ae536ebf14257215d87c3a	1166ae89-6516-4df6-972f-9618469f2df7	0002069a78--62ae536ebf14257215d87c3a	c9ddfaa9e2deb6dc2c15c30fdd55525f	APPROVED	2022-06-18T22:36:30.992	2022-06-18T22:36:37.276
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_1468.png"""		0	0		1				https://toloka.yandex.ru/task/33987192/0002069a78--62ae536f913966743ab52adb	1166ae89-6516-4df6-972f-9618469f2df7	0002069a78--62ae536f913966743ab52adb	fb38e543df5ae69714bfc86abeb62fd0	APPROVED	2022-06-18T22:36:31.859	2022-06-18T22:36:47.108
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00029.png"""		0	0		0				https://toloka.yandex.ru/task/33987192/0002069a78--62ae537748254e0ec74e05cc	5aa0e72b-db09-49ce-9879-4707bba8fbc7	0002069a78--62ae537748254e0ec74e05cc	727b28810b2666d6b1954102f2177ad3	APPROVED	2022-06-18T22:36:39.362	2022-06-18T22:37:34.377
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00008.png"""		0	0		0				https://toloka.yandex.ru/task/33987192/0002069a78--62ae537d12f9da0106824085	96b039fb-5577-4400-a5bb-534a4dd2771a	0002069a78--62ae537d12f9da0106824085	cc9e8d0af4a6c59e78c41ab1efbeed59	APPROVED	2022-06-18T22:36:45.817	2022-06-18T22:37:07.508
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_212.png"""		0	0		1				https://toloka.yandex.ru/task/33987192/0002069a78--62ae5383038ad12401579a56	ec8b34f4-b7fe-4485-9905-7f8f7503aa60	0002069a78--62ae5383038ad12401579a56	fb38e543df5ae69714bfc86abeb62fd0	APPROVED	2022-06-18T22:36:51.227	2022-06-18T22:36:58.646
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00322.png"""		0	1		0				https://toloka.yandex.ru/task/33987192/0002069a78--62ae5383bdb113459c3cdc86	2adf92ca-5289-47b6-979b-00893b9d6c55	0002069a78--62ae5383bdb113459c3cdc86	bfda5dfd3da0ef542be9fbe40559fec8	APPROVED	2022-06-18T22:36:51.589	2022-06-18T22:37:08.314
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_1272.png"""		1	0		1				https://toloka.yandex.ru/task/33987192/0002069a78--62ae538d2f19775ffa36d0bf	622212ff-f8fa-4851-b389-c8fb1a63611b	0002069a78--62ae538d2f19775ffa36d0bf	fb38e543df5ae69714bfc86abeb62fd0	APPROVED	2022-06-18T22:37:01.591	2022-06-18T22:37:07.364
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00751.png"""		0	0		0				https://toloka.yandex.ru/task/33987192/0002069a78--62ae538d5d2f342f97cf4b94	399405d4-53f8-472b-987d-31dd4daba8ab	0002069a78--62ae538d5d2f342f97cf4b94	6d22131ffafb9e07653808efe73cab56	APPROVED	2022-06-18T22:37:01.617	2022-06-18T22:37:25.652
