INPUT:image	OUTPUT:path	OUTPUT:gender	OUTPUT:result	OUTPUT:confidence	GOLDEN:path	GOLDEN:gender	GOLDEN:result	GOLDEN:confidence	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_26.png"""		1	1	0			1				https://toloka.yandex.ru/task/33923754/000205a2aa--62aa30a9301ab33086119b3f	0fd474a7-fc2a-4f49-b542-df9454943be6	000205a2aa--62aa30a9301ab33086119b3f	4ea6b39c02ddc9c53451f693bf3d7956	APPROVED	2022-06-15T19:19:05.592
																
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00897.png"""		0	0	0			0				https://toloka.yandex.ru/task/33923754/000205a2aa--62aa30ac607b83307d377427	34831ced-6830-45d5-9f61-c2b1e9fb75ac	000205a2aa--62aa30ac607b83307d377427	c4895ebf6ffbac86cc9c19e584d65c8a	APPROVED	2022-06-15T19:19:08.302
																
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00897.png"""		0	0	0			0				https://toloka.yandex.ru/task/33923754/000205a2aa--62aa30b4e8b9d72be3e71272	34831ced-6830-45d5-9f61-c2b1e9fb75ac	000205a2aa--62aa30b4e8b9d72be3e71272	4ea6b39c02ddc9c53451f693bf3d7956	APPROVED	2022-06-15T19:19:16.626
																
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00032.png"""		0	0	1			0				https://toloka.yandex.ru/task/33923754/000205a2aa--62aa30b7607b83307d3774b3	9e4c7017-5490-4da0-82b3-a522babf0aac	000205a2aa--62aa30b7607b83307d3774b3	eb76519f408102fb896d4744a0cd6919	APPROVED	2022-06-15T19:19:19.820
																
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_90.png"""		1	0	0			1				https://toloka.yandex.ru/task/33923754/000205a2aa--62aa30b929ca9f6380a0d675	b48722ba-2dd7-418f-ae83-ca2163de2ed5	000205a2aa--62aa30b929ca9f6380a0d675	c4895ebf6ffbac86cc9c19e584d65c8a	APPROVED	2022-06-15T19:19:21.635
																
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_164.png"""		0	1	1			1				https://toloka.yandex.ru/task/33923754/000205a2aa--62aa30c0e88be50c0adf24b9	819586a1-ca3b-4fe1-8903-f7b7322d4242	000205a2aa--62aa30c0e88be50c0adf24b9	eb76519f408102fb896d4744a0cd6919	APPROVED	2022-06-15T19:19:28.695
																
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_1113.png"""		0	0	0			1				https://toloka.yandex.ru/task/33923754/000205a2aa--62aa30c73af54660bf7f5f67	51314045-9b1e-445a-bf90-2cf8d368325b	000205a2aa--62aa30c73af54660bf7f5f67	c4895ebf6ffbac86cc9c19e584d65c8a	APPROVED	2022-06-15T19:19:35.845
																
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_150.png"""		0	0	1			1				https://toloka.yandex.ru/task/33923754/000205a2aa--62aa30ca26f8f16d79e04c59	1a29dac4-d81b-4524-b6c4-7c5825a1eab4	000205a2aa--62aa30ca26f8f16d79e04c59	eb76519f408102fb896d4744a0cd6919	APPROVED	2022-06-15T19:19:38.479
																
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_90.png"""		1	0	1			1				https://toloka.yandex.ru/task/33923754/000205a2aa--62aa30d3e88be50c0adf2542	b48722ba-2dd7-418f-ae83-ca2163de2ed5	000205a2aa--62aa30d3e88be50c0adf2542	eb76519f408102fb896d4744a0cd6919	APPROVED	2022-06-15T19:19:47.018
																
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_1468.png"""		0	1	0			1				https://toloka.yandex.ru/task/33923754/000205a2aa--62aa30d4e313ec6c0ec9a555	b5b4666d-b766-413a-96bb-423eb601d5b2	000205a2aa--62aa30d4e313ec6c0ec9a555	ded2087d0515d3670a2000f99644a941	APPROVED	2022-06-15T19:19:48.607
																
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_78.png"""		1	1	0			1				https://toloka.yandex.ru/task/33923754/000205a2aa--62aa30ddab39343eb1e49356	06262693-5949-4785-aa23-766f44f2b561	000205a2aa--62aa30ddab39343eb1e49356	7981e4cc28ab981afab5415de69a95d8	APPROVED	2022-06-15T19:19:57.719
																
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00056.png"""		0	0	0			0				https://toloka.yandex.ru/task/33923754/000205a2aa--62aa30e2a3909b51fd053752	6ce6ec68-df63-461c-ac14-8e35006b7249	000205a2aa--62aa30e2a3909b51fd053752	8b3eaede71238452bebe113cd148bb2c	APPROVED	2022-06-15T19:20:02.210
																
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00067.png"""		1	1	0			0				https://toloka.yandex.ru/task/33923754/000205a2aa--62aa30e568dc5b2b8f08258c	0b84dc2b-10ac-42d7-9d8a-237d47dafead	000205a2aa--62aa30e568dc5b2b8f08258c	7981e4cc28ab981afab5415de69a95d8	APPROVED	2022-06-15T19:20:05.283
																
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_164.png"""		0	1	0			1				https://toloka.yandex.ru/task/33923754/000205a2aa--62aa30ec2bdd7b6865bbfa25	819586a1-ca3b-4fe1-8903-f7b7322d4242	000205a2aa--62aa30ec2bdd7b6865bbfa25	58bb24c00672f1de1b65e40c6f537252	APPROVED	2022-06-15T19:20:12.163
																
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00358.png"""		0	1	0			0				https://toloka.yandex.ru/task/33923754/000205a2aa--62aa30ed9a0752404cb94431	9d9479d6-e781-42c6-81ea-9fff6a72accc	000205a2aa--62aa30ed9a0752404cb94431	7981e4cc28ab981afab5415de69a95d8	APPROVED	2022-06-15T19:20:13.849
																
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00358.png"""		0	0	0			0				https://toloka.yandex.ru/task/33923754/000205a2aa--62aa30ee09fa00536be7574d	9d9479d6-e781-42c6-81ea-9fff6a72accc	000205a2aa--62aa30ee09fa00536be7574d	8b3eaede71238452bebe113cd148bb2c	APPROVED	2022-06-15T19:20:14.546
																
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00072.png"""		1	0	0			0				https://toloka.yandex.ru/task/33923754/000205a2aa--62aa30f7e57b2a4fc64e0701	85815113-9b14-4331-af99-3e05708ecaad	000205a2aa--62aa30f7e57b2a4fc64e0701	8b3eaede71238452bebe113cd148bb2c	APPROVED	2022-06-15T19:20:23.893
																
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_154.png"""		1	0	0			1				https://toloka.yandex.ru/task/33923754/000205a2aa--62aa30fa1642ef76d11e8b08	13aba31e-960a-43a5-a88a-4587cdfe3b1f	000205a2aa--62aa30fa1642ef76d11e8b08	58bb24c00672f1de1b65e40c6f537252	APPROVED	2022-06-15T19:20:26.642
																
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00897.png"""		0	0	0			0				https://toloka.yandex.ru/task/33923754/000205a2aa--62aa30fed7b4b10ec029548c	34831ced-6830-45d5-9f61-c2b1e9fb75ac	000205a2aa--62aa30fed7b4b10ec029548c	8b3eaede71238452bebe113cd148bb2c	APPROVED	2022-06-15T19:20:30.928
																
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_1482.png"""		0	0	0			1				https://toloka.yandex.ru/task/33923754/000205a2aa--62aa310585e9dd1a656e7765	3bb2b903-6b15-492c-8a7f-64931c06c5b7	000205a2aa--62aa310585e9dd1a656e7765	6b7e4a30c9dc34d3ed36d8f92705ae1d	APPROVED	2022-06-15T19:20:37.143
																
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_150.png"""		0	0	0			1				https://toloka.yandex.ru/task/33923754/000205a2aa--62aa3106aa877e4cc9c9b0fd	1a29dac4-d81b-4524-b6c4-7c5825a1eab4	000205a2aa--62aa3106aa877e4cc9c9b0fd	8b3eaede71238452bebe113cd148bb2c	APPROVED	2022-06-15T19:20:38.288
																
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00078.png"""		0	0	0			0				https://toloka.yandex.ru/task/33923754/000205a2aa--62aa3109607b83307d377885	be5bd9e6-9823-41ea-96b5-d08fce2c12f1	000205a2aa--62aa3109607b83307d377885	58bb24c00672f1de1b65e40c6f537252	APPROVED	2022-06-15T19:20:41.867
																
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_1478.png"""		0	0	0			1				https://toloka.yandex.ru/task/33923754/000205a2aa--62aa310bfdd56e30ac7ffce6	0a2344df-2209-4ec1-be0c-97fd32462a2a	000205a2aa--62aa310bfdd56e30ac7ffce6	8b3eaede71238452bebe113cd148bb2c	APPROVED	2022-06-15T19:20:43.991
																
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_1113.png"""		0	0	0			1				https://toloka.yandex.ru/task/33923754/000205a2aa--62aa31115f06a35fbbd2c0e8	51314045-9b1e-445a-bf90-2cf8d368325b	000205a2aa--62aa31115f06a35fbbd2c0e8	8b3eaede71238452bebe113cd148bb2c	APPROVED	2022-06-15T19:20:49.394
																
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00002.png"""		1	0	0			0				https://toloka.yandex.ru/task/33923754/000205a2aa--62aa311672f173525f7239bb	dfe11439-81c4-47c9-a50e-be703ccb1ea9	000205a2aa--62aa311672f173525f7239bb	8b3eaede71238452bebe113cd148bb2c	APPROVED	2022-06-15T19:20:54.697
																
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_1468.png"""		0	1	0			1				https://toloka.yandex.ru/task/33923754/000205a2aa--62aa3118a3909b51fd053e82	b5b4666d-b766-413a-96bb-423eb601d5b2	000205a2aa--62aa3118a3909b51fd053e82	80fe70a348a2f961883f4ec76a60eba6	APPROVED	2022-06-15T19:20:56.387
																
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_1482.png"""		1	1	1			1				https://toloka.yandex.ru/task/33923754/000205a2aa--62aa311bab39343eb1e49675	3bb2b903-6b15-492c-8a7f-64931c06c5b7	000205a2aa--62aa311bab39343eb1e49675	58bb24c00672f1de1b65e40c6f537252	APPROVED	2022-06-15T19:20:59.943
																
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00067.png"""		1	0	0			0				https://toloka.yandex.ru/task/33923754/000205a2aa--62aa311d2bdd7b6865bbfc1e	0b84dc2b-10ac-42d7-9d8a-237d47dafead	000205a2aa--62aa311d2bdd7b6865bbfc1e	8b3eaede71238452bebe113cd148bb2c	APPROVED	2022-06-15T19:21:01.851
																
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_1234.png"""		1	0	1			1				https://toloka.yandex.ru/task/33923754/000205a2aa--62aa31210f267f0979076b4c	bcfd00e4-4fda-4c91-a716-90095c6baac2	000205a2aa--62aa31210f267f0979076b4c	eb76519f408102fb896d4744a0cd6919	APPROVED	2022-06-15T19:21:05.022
																
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_1234.png"""		0	1	0			1				https://toloka.yandex.ru/task/33923754/000205a2aa--62aa31231d424457de7d5a6f	bcfd00e4-4fda-4c91-a716-90095c6baac2	000205a2aa--62aa31231d424457de7d5a6f	bdedd8bdaf98555537e6a7af4bddff75	APPROVED	2022-06-15T19:21:07.024
																
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00078.png"""		0	0	0			0				https://toloka.yandex.ru/task/33923754/000205a2aa--62aa3123a2fd525bf8cb2565	be5bd9e6-9823-41ea-96b5-d08fce2c12f1	000205a2aa--62aa3123a2fd525bf8cb2565	80fe70a348a2f961883f4ec76a60eba6	APPROVED	2022-06-15T19:21:07.946
																
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_78.png"""		1	0	0			1				https://toloka.yandex.ru/task/33923754/000205a2aa--62aa31252a8fc67ebb494ad2	06262693-5949-4785-aa23-766f44f2b561	000205a2aa--62aa31252a8fc67ebb494ad2	8b3eaede71238452bebe113cd148bb2c	APPROVED	2022-06-15T19:21:09.207
																
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00067.png"""		1	0	0			0				https://toloka.yandex.ru/task/33923754/000205a2aa--62aa31272703a86ba2504b45	0b84dc2b-10ac-42d7-9d8a-237d47dafead	000205a2aa--62aa31272703a86ba2504b45	ded2087d0515d3670a2000f99644a941	APPROVED	2022-06-15T19:21:11.452
																
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_1234.png"""		1	0	0			1				https://toloka.yandex.ru/task/33923754/000205a2aa--62aa312f301ab3308611a364	bcfd00e4-4fda-4c91-a716-90095c6baac2	000205a2aa--62aa312f301ab3308611a364	58bb24c00672f1de1b65e40c6f537252	APPROVED	2022-06-15T19:21:19.702
																
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_208.png"""		0	0	0			1				https://toloka.yandex.ru/task/33923754/000205a2aa--62aa3133d7b4b10ec0295a0c	bfa43abb-4558-4a91-92b0-8cc4d6883084	000205a2aa--62aa3133d7b4b10ec0295a0c	bdedd8bdaf98555537e6a7af4bddff75	APPROVED	2022-06-15T19:21:23.113
																
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_78.png"""		1	0	0			1				https://toloka.yandex.ru/task/33923754/000205a2aa--62aa31342a8fc67ebb494b51	06262693-5949-4785-aa23-766f44f2b561	000205a2aa--62aa31342a8fc67ebb494b51	80fe70a348a2f961883f4ec76a60eba6	APPROVED	2022-06-15T19:21:24.826
																
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00056.png"""		0	1	1			0				https://toloka.yandex.ru/task/33923754/000205a2aa--62aa313868dc5b2b8f0828f6	6ce6ec68-df63-461c-ac14-8e35006b7249	000205a2aa--62aa313868dc5b2b8f0828f6	d487f0853c2df95fbc2755bab09ed96e	APPROVED	2022-06-15T19:21:28.282
																
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_128.png"""		1	0	0			1				https://toloka.yandex.ru/task/33923754/000205a2aa--62aa31392703a86ba2504cce	b00cdac0-6b4f-4dd6-8d3c-8aa8dcd7694b	000205a2aa--62aa31392703a86ba2504cce	d66f34695ee62b18fc44d2d651feeb95	APPROVED	2022-06-15T19:21:29.412
																
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_208.png"""		0	0	0			1				https://toloka.yandex.ru/task/33923754/000205a2aa--62aa313d09fa00536be75c3e	bfa43abb-4558-4a91-92b0-8cc4d6883084	000205a2aa--62aa313d09fa00536be75c3e	80fe70a348a2f961883f4ec76a60eba6	APPROVED	2022-06-15T19:21:33.273
																
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00472.png"""		0	1	1			0				https://toloka.yandex.ru/task/33923754/000205a2aa--62aa313d85e9dd1a656e7982	dd66719a-8f75-49fd-ade5-384f74cd874e	000205a2aa--62aa313d85e9dd1a656e7982	58bb24c00672f1de1b65e40c6f537252	APPROVED	2022-06-15T19:21:33.567
																
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_236.png"""		0	0	0			1				https://toloka.yandex.ru/task/33923754/000205a2aa--62aa313de88be50c0adf2a34	a9a9df7b-454f-4b77-a5b7-63c23e4f79bb	000205a2aa--62aa313de88be50c0adf2a34	874264c6a6640e07fda4a43da6bf59a5	APPROVED	2022-06-15T19:21:33.152
																
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00924.png"""		1	0	0			0				https://toloka.yandex.ru/task/33923754/000205a2aa--62aa31417195d32e744f5782	25020418-1a93-4415-a98c-290185053ba1	000205a2aa--62aa31417195d32e744f5782	6b2ba253e5ffc0c188d29268f1fae084	APPROVED	2022-06-15T19:21:37.414
																
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00024.png"""		0	0	0			0				https://toloka.yandex.ru/task/33923754/000205a2aa--62aa3142a3909b51fd054468	6f619f33-162f-4bbe-8386-a354061ef23c	000205a2aa--62aa3142a3909b51fd054468	ded2087d0515d3670a2000f99644a941	APPROVED	2022-06-15T19:21:38.119
																
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00924.png"""		1	1	0			0				https://toloka.yandex.ru/task/33923754/000205a2aa--62aa314536178077011e0fc2	25020418-1a93-4415-a98c-290185053ba1	000205a2aa--62aa314536178077011e0fc2	9b6052382666ad613485c1e6ca2d67c2	APPROVED	2022-06-15T19:21:41.760
																
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00032.png"""		1	0	0			0				https://toloka.yandex.ru/task/33923754/000205a2aa--62aa31457dbd102abe33a7db	9e4c7017-5490-4da0-82b3-a522babf0aac	000205a2aa--62aa31457dbd102abe33a7db	bdedd8bdaf98555537e6a7af4bddff75	APPROVED	2022-06-15T19:21:41.531
																
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00056.png"""		0	0	0			0				https://toloka.yandex.ru/task/33923754/000205a2aa--62aa3147495a7471831328f4	6ce6ec68-df63-461c-ac14-8e35006b7249	000205a2aa--62aa3147495a7471831328f4	80fe70a348a2f961883f4ec76a60eba6	APPROVED	2022-06-15T19:21:43.219
																
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_102.png"""		1	0	0			1				https://toloka.yandex.ru/task/33923754/000205a2aa--62aa31475f06a35fbbd2c553	fb2a3115-2174-4813-8cf8-9777c4a74688	000205a2aa--62aa31475f06a35fbbd2c553	2809730219cfb5b2d7c28fb0c3bc3f83	APPROVED	2022-06-15T19:21:43.647
																
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00924.png"""		1	1	0			0				https://toloka.yandex.ru/task/33923754/000205a2aa--62aa315068dc5b2b8f082c75	25020418-1a93-4415-a98c-290185053ba1	000205a2aa--62aa315068dc5b2b8f082c75	bdedd8bdaf98555537e6a7af4bddff75	APPROVED	2022-06-15T19:21:52.862
																
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00062.png"""		0	0	0			0				https://toloka.yandex.ru/task/33923754/000205a2aa--62aa31561cdd3e6716c8fc05	fb0ac201-1334-4f9a-802f-f5a13810a8f9	000205a2aa--62aa31561cdd3e6716c8fc05	bdbe98229133bd5472d03e4e4e8c2d20	APPROVED	2022-06-15T19:21:58.404
																
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00046.png"""		0	0	0			0				https://toloka.yandex.ru/task/33923754/000205a2aa--62aa3156495a7471831329c5	f7c4cc8c-670e-4a8c-b747-4964ab72d2c8	000205a2aa--62aa3156495a7471831329c5	58bb24c00672f1de1b65e40c6f537252	APPROVED	2022-06-15T19:21:58.062
																
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_26.png"""		2	1	0			1				https://toloka.yandex.ru/task/33923754/000205a2aa--62aa315709fa00536be75d69	0fd474a7-fc2a-4f49-b542-df9454943be6	000205a2aa--62aa315709fa00536be75d69	80fe70a348a2f961883f4ec76a60eba6	APPROVED	2022-06-15T19:21:59.676
																
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00024.png"""		0	0	0			0				https://toloka.yandex.ru/task/33923754/000205a2aa--62aa315a495a747183132a05	6f619f33-162f-4bbe-8386-a354061ef23c	000205a2aa--62aa315a495a747183132a05	6b2ba253e5ffc0c188d29268f1fae084	APPROVED	2022-06-15T19:22:02.800
																
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_212.png"""		0	0	0			1				https://toloka.yandex.ru/task/33923754/000205a2aa--62aa315e09fa00536be75dee	856603ef-3b70-4517-bea4-1aef0b3ae961	000205a2aa--62aa315e09fa00536be75dee	cf4c2ffb3cdf2d473dfda3270800cb24	APPROVED	2022-06-15T19:22:06.304
																
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00358.png"""	The background looks different	0	1	2			0				https://toloka.yandex.ru/task/33923754/000205a2aa--62aa3162d46fcb4ceebc11c7	9d9479d6-e781-42c6-81ea-9fff6a72accc	000205a2aa--62aa3162d46fcb4ceebc11c7	bdedd8bdaf98555537e6a7af4bddff75	APPROVED	2022-06-15T19:22:10.299
																
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00032.png"""		1	0	1			0				https://toloka.yandex.ru/task/33923754/000205a2aa--62aa3165fc2815148a86a2d5	9e4c7017-5490-4da0-82b3-a522babf0aac	000205a2aa--62aa3165fc2815148a86a2d5	58bb24c00672f1de1b65e40c6f537252	APPROVED	2022-06-15T19:22:13.227
																
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_26.png"""		1	1	0			1				https://toloka.yandex.ru/task/33923754/000205a2aa--62aa3169301ab3308611a78e	0fd474a7-fc2a-4f49-b542-df9454943be6	000205a2aa--62aa3169301ab3308611a78e	bdbe98229133bd5472d03e4e4e8c2d20	APPROVED	2022-06-15T19:22:17.434
																
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00072.png"""		1	0	0			0				https://toloka.yandex.ru/task/33923754/000205a2aa--62aa316b2703a86ba25053c4	85815113-9b14-4331-af99-3e05708ecaad	000205a2aa--62aa316b2703a86ba25053c4	8769cf6c7b7b0224a1e7fa278357912e	APPROVED	2022-06-15T19:22:19.766
																
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00472.png"""		0	1	1			0				https://toloka.yandex.ru/task/33923754/000205a2aa--62aa316f495a747183132afe	dd66719a-8f75-49fd-ade5-384f74cd874e	000205a2aa--62aa316f495a747183132afe	6b2ba253e5ffc0c188d29268f1fae084	APPROVED	2022-06-15T19:22:23.291
																
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00456.png"""		0	0	0			0				https://toloka.yandex.ru/task/33923754/000205a2aa--62aa316f56d83a3325c66853	834b369a-ac87-4170-aacf-5a4c9426f87c	000205a2aa--62aa316f56d83a3325c66853	80fe70a348a2f961883f4ec76a60eba6	APPROVED	2022-06-15T19:22:23.879
																
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_236.png"""		0	0	0			1				https://toloka.yandex.ru/task/33923754/000205a2aa--62aa3171f21e987a86a20cdc	a9a9df7b-454f-4b77-a5b7-63c23e4f79bb	000205a2aa--62aa3171f21e987a86a20cdc	48db2e8846b0cce4e9ad8ed3ff414ce8	APPROVED	2022-06-15T19:22:25.293
																
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00044.png"""		0	0	0			0				https://toloka.yandex.ru/task/33923754/000205a2aa--62aa317a1d424457de7d6222	83e7364a-20f5-47d8-8222-ac947571ec35	000205a2aa--62aa317a1d424457de7d6222	8769cf6c7b7b0224a1e7fa278357912e	APPROVED	2022-06-15T19:22:34.996
																
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00091.png"""		1	1	2			0				https://toloka.yandex.ru/task/33923754/000205a2aa--62aa317e1642ef76d11e8f75	b5810918-fcb4-4494-ad90-7daa42ba6fd2	000205a2aa--62aa317e1642ef76d11e8f75	ded2087d0515d3670a2000f99644a941	APPROVED	2022-06-15T19:22:38.429
																
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_208.png"""		0	0	0			1				https://toloka.yandex.ru/task/33923754/000205a2aa--62aa317f4a14b43cd670201f	bfa43abb-4558-4a91-92b0-8cc4d6883084	000205a2aa--62aa317f4a14b43cd670201f	bdbe98229133bd5472d03e4e4e8c2d20	APPROVED	2022-06-15T19:22:39.182
																
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_212.png"""		0	0	0			1				https://toloka.yandex.ru/task/33923754/000205a2aa--62aa317fe313ec6c0ec9b43c	856603ef-3b70-4517-bea4-1aef0b3ae961	000205a2aa--62aa317fe313ec6c0ec9b43c	6b2ba253e5ffc0c188d29268f1fae084	APPROVED	2022-06-15T19:22:39.794
																
