INPUT:image	OUTPUT:eye	OUTPUT:reason	OUTPUT:result	OUTPUT:confidence	GOLDEN:eye	GOLDEN:reason	GOLDEN:result	GOLDEN:confidence	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started	ASSIGNMENT:submitted
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_34.png"""	0		1	1			1				https://toloka.yandex.ru/task/34062125/000207bf2d--62b487220e83233f57aa4db5	868dc253-2626-4883-877c-61b1d9f2068e	000207bf2d--62b487220e83233f57aa4db5	bdbe98229133bd5472d03e4e4e8c2d20	APPROVED	2022-06-23T15:30:42.756	2022-06-23T15:30:49.382
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00080.png"""	0		1	1			0				https://toloka.yandex.ru/task/34062125/000207bf2d--62b487246255ea71b2c0b9af	a7e97540-c0e9-4339-9a79-febf54812a67	000207bf2d--62b487246255ea71b2c0b9af	0f58b2852a754efd67fd98fc594cd857	APPROVED	2022-06-23T15:30:44.440	2022-06-23T15:31:05.347
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_32.png"""	0		1	1			1				https://toloka.yandex.ru/task/34062125/000207bf2d--62b4872b4cdb14676c18c12e	8b28a446-2004-4238-8dc3-59cb0823f467	000207bf2d--62b4872b4cdb14676c18c12e	bdbe98229133bd5472d03e4e4e8c2d20	APPROVED	2022-06-23T15:30:51.218	2022-06-23T15:31:21.400
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_592.png"""	1		1	0			1				https://toloka.yandex.ru/task/34062125/000207bf2d--62b4872b503a6f228c14bce5	59dcff76-b12c-4316-b1de-dcb1ebf882eb	000207bf2d--62b4872b503a6f228c14bce5	63edd9e7d566386b0a8eb2cee844d4f5	APPROVED	2022-06-23T15:30:51.416	2022-06-23T15:31:02.060
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_84.png"""	1		1	0			1				https://toloka.yandex.ru/task/34062125/000207bf2d--62b4873689998b36af9b5589	66797a4b-4b1b-4f69-9a97-44202c45928a	000207bf2d--62b4873689998b36af9b5589	cb930322168d26365a75f4501fc06aaf	APPROVED	2022-06-23T15:31:02.318	2022-06-23T15:31:11.981
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_1590.png"""	1		0	0			1				https://toloka.yandex.ru/task/34062125/000207bf2d--62b48737a195cb6d91247089	97028c10-753a-4b2d-b92d-92563df00276	000207bf2d--62b48737a195cb6d91247089	63edd9e7d566386b0a8eb2cee844d4f5	APPROVED	2022-06-23T15:31:03.774	2022-06-23T15:31:12.547
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00418.png"""	2		1	1			0				https://toloka.yandex.ru/task/34062125/000207bf2d--62b4873b8bb77b3397a70137	a71eb1bc-2a23-46d4-9de4-61fa0b85142f	000207bf2d--62b4873b8bb77b3397a70137	0f58b2852a754efd67fd98fc594cd857	APPROVED	2022-06-23T15:31:07.218	2022-06-23T15:31:16.228
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_156.png"""	1		0	0			1				https://toloka.yandex.ru/task/34062125/000207bf2d--62b48742503a6f228c14bdf8	9190c316-06c2-4fa3-acd1-a05e0570b76a	000207bf2d--62b48742503a6f228c14bdf8	63edd9e7d566386b0a8eb2cee844d4f5	APPROVED	2022-06-23T15:31:14.301	2022-06-23T15:31:25.286
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00920.png"""	2		1	0			0				https://toloka.yandex.ru/task/34062125/000207bf2d--62b48743db3c0e2a7eed93bb	4cefd245-6048-465a-a40f-6cee765823ee	000207bf2d--62b48743db3c0e2a7eed93bb	cb930322168d26365a75f4501fc06aaf	APPROVED	2022-06-23T15:31:15.019	2022-06-23T15:31:28.434
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_44.png"""	1		0	1			1				https://toloka.yandex.ru/task/34062125/000207bf2d--62b4874689998b36af9b5693	dc7479d0-4bd0-4e21-af0b-e25d86c25dbe	000207bf2d--62b4874689998b36af9b5693	0f58b2852a754efd67fd98fc594cd857	APPROVED	2022-06-23T15:31:18.659	2022-06-23T15:31:55.476
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_912.png"""	1		1	1			1				https://toloka.yandex.ru/task/34062125/000207bf2d--62b4874b5a5534770c223d9b	3d1e1e06-443d-4ddb-8a80-83ff01c66dd5	000207bf2d--62b4874b5a5534770c223d9b	bdbe98229133bd5472d03e4e4e8c2d20	APPROVED	2022-06-23T15:31:23.697	2022-06-23T15:31:38.445
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00015.png"""	1		1	1			0				https://toloka.yandex.ru/task/34062125/000207bf2d--62b487504cdb14676c18c28e	16cab5d8-aeb9-4e51-9b74-5cd719dd32fe	000207bf2d--62b487504cdb14676c18c28e	63edd9e7d566386b0a8eb2cee844d4f5	APPROVED	2022-06-23T15:31:28.064	2022-06-23T15:31:41.199
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_76.png"""	0		0	1			1				https://toloka.yandex.ru/task/34062125/000207bf2d--62b487504cdb14676c18c293	241e4256-cf81-4df5-8204-b6760aab81d6	000207bf2d--62b487504cdb14676c18c293	eb76519f408102fb896d4744a0cd6919	APPROVED	2022-06-23T15:31:28.978	2022-06-23T15:31:40.033
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00606.png"""	2		0	0			0				https://toloka.yandex.ru/task/34062125/000207bf2d--62b48752678bff4f97837cba	8bc5a049-96e4-49c1-ae4c-ba98758087fe	000207bf2d--62b48752678bff4f97837cba	cb930322168d26365a75f4501fc06aaf	APPROVED	2022-06-23T15:31:30.458	2022-06-23T15:31:41.242
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_1474.png"""	1		1	1			1				https://toloka.yandex.ru/task/34062125/000207bf2d--62b4875c1e81a53ef55ff5f3	315d7c07-7be9-4749-9978-6f73cd276948	000207bf2d--62b4875c1e81a53ef55ff5f3	bdbe98229133bd5472d03e4e4e8c2d20	APPROVED	2022-06-23T15:31:40.718	2022-06-23T15:31:53.628
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_1590.png"""	2		1	0			1				https://toloka.yandex.ru/task/34062125/000207bf2d--62b4875e27ee7d2e734d99d8	97028c10-753a-4b2d-b92d-92563df00276	000207bf2d--62b4875e27ee7d2e734d99d8	cb930322168d26365a75f4501fc06aaf	APPROVED	2022-06-23T15:31:42.876	2022-06-23T15:32:14.358
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00715.png"""	1		1	1			0				https://toloka.yandex.ru/task/34062125/000207bf2d--62b4875ff386c61f5272fb6e	4744095e-eacd-42cd-8a56-2d390c8ec2c7	000207bf2d--62b4875ff386c61f5272fb6e	3f514bd5da3561e4bf9998166ffc74f8	APPROVED	2022-06-23T15:31:43.301	2022-06-23T15:31:56.623
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_84.png"""	0		1	1			1				https://toloka.yandex.ru/task/34062125/000207bf2d--62b4876c1e81a53ef55ff6af	66797a4b-4b1b-4f69-9a97-44202c45928a	000207bf2d--62b4876c1e81a53ef55ff6af	bdbe98229133bd5472d03e4e4e8c2d20	APPROVED	2022-06-23T15:31:56.066	2022-06-23T15:32:11.960
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_592.png"""	2		1	0			1				https://toloka.yandex.ru/task/34062125/000207bf2d--62b4877489998b36af9b57d0	59dcff76-b12c-4316-b1de-dcb1ebf882eb	000207bf2d--62b4877489998b36af9b57d0	d81fb90e501ceda867257bac3d10c055	APPROVED	2022-06-23T15:32:04.119	2022-06-23T15:32:17.014
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00715.png"""	0		0	1			0				https://toloka.yandex.ru/task/34062125/000207bf2d--62b4877e4620232957b1ec4f	4744095e-eacd-42cd-8a56-2d390c8ec2c7	000207bf2d--62b4877e4620232957b1ec4f	bdbe98229133bd5472d03e4e4e8c2d20	APPROVED	2022-06-23T15:32:14.006	2022-06-23T15:32:32.055
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00054.png"""	2		0	0			0				https://toloka.yandex.ru/task/34062125/000207bf2d--62b48780371c915f391fe56c	609f8736-8459-4c51-a3b5-48ea10fefa7a	000207bf2d--62b48780371c915f391fe56c	cb930322168d26365a75f4501fc06aaf	APPROVED	2022-06-23T15:32:16.221	2022-06-23T15:32:32.303
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_74.png"""	0		0	1			1				https://toloka.yandex.ru/task/34062125/000207bf2d--62b4878060b2102964cc9398	1a9218cb-97e0-4b8e-88c5-028d762ee25b	000207bf2d--62b4878060b2102964cc9398	98d49b7e019d60b2cf58334a9ba8feff	APPROVED	2022-06-23T15:32:16.021	2022-06-23T15:32:32.741
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_570.png"""	2		1	0			1				https://toloka.yandex.ru/task/34062125/000207bf2d--62b4878348a7667232057983	2bb2c5c7-2b41-41bc-ae9e-fa58e0ff2c83	000207bf2d--62b4878348a7667232057983	d81fb90e501ceda867257bac3d10c055	APPROVED	2022-06-23T15:32:19.617	2022-06-23T15:32:29.170
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_76.png"""	2		0	1			1				https://toloka.yandex.ru/task/34062125/000207bf2d--62b4878da8896c3dd9e66ce4	241e4256-cf81-4df5-8204-b6760aab81d6	000207bf2d--62b4878da8896c3dd9e66ce4	5a7b6e67b6c6b2ea07393f7d29e7a8a9	APPROVED	2022-06-23T15:32:29.272	2022-06-23T15:32:37.055
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_156.png"""	2		1	0			1				https://toloka.yandex.ru/task/34062125/000207bf2d--62b4878e1e81a53ef55ff8c9	9190c316-06c2-4fa3-acd1-a05e0570b76a	000207bf2d--62b4878e1e81a53ef55ff8c9	d81fb90e501ceda867257bac3d10c055	APPROVED	2022-06-23T15:32:30.992	2022-06-23T15:32:45.009
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_1590.png"""	1		1	1			1				https://toloka.yandex.ru/task/34062125/000207bf2d--62b48792c86454097c0a9a68	97028c10-753a-4b2d-b92d-92563df00276	000207bf2d--62b48792c86454097c0a9a68	bdbe98229133bd5472d03e4e4e8c2d20	APPROVED	2022-06-23T15:32:34.080	2022-06-23T15:33:01.819
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_50.png"""	1		1	0			1				https://toloka.yandex.ru/task/34062125/000207bf2d--62b48793f59b6d7973f4e9ed	600da04a-f92a-45ab-9e1f-6d42fb3c690b	000207bf2d--62b48793f59b6d7973f4e9ed	cb930322168d26365a75f4501fc06aaf	APPROVED	2022-06-23T15:32:35.209	2022-06-23T15:32:52.698
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_570.png"""	2		1	0			1				https://toloka.yandex.ru/task/34062125/000207bf2d--62b4879b0e83233f57aa5482	2bb2c5c7-2b41-41bc-ae9e-fa58e0ff2c83	000207bf2d--62b4879b0e83233f57aa5482	74e35b708b75b327108867d610fb0179	APPROVED	2022-06-23T15:32:43.167	2022-06-23T15:33:02.058
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00715.png"""	0		0	0			0				https://toloka.yandex.ru/task/34062125/000207bf2d--62b4879d91f6060402a1eeb7	4744095e-eacd-42cd-8a56-2d390c8ec2c7	000207bf2d--62b4879d91f6060402a1eeb7	09fba5ebcfd8f9f17f00077254a8b10d	APPROVED	2022-06-23T15:32:45.149	2022-06-23T15:32:53.405
																	
