INPUT:image	OUTPUT:eye	OUTPUT:reason	OUTPUT:result	OUTPUT:confidence	GOLDEN:eye	GOLDEN:reason	GOLDEN:result	GOLDEN:confidence	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started	ASSIGNMENT:submitted
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_188.png"""	0		0	0			1				https://toloka.yandex.ru/task/33957988/0002062864--62ab97a8f486ce61cebe9288	0a86dd5a-b30e-488d-b45d-40722be2507c	0002062864--62ab97a8f486ce61cebe9288	b8d4c8e5dae3437f7984f551798dc0de	APPROVED	2022-06-16T20:50:48.965	2022-06-16T20:51:07.690
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_1482.png"""	1		0	0			1				https://toloka.yandex.ru/task/33957988/0002062864--62ab97c212f9da010665dc3a	61ef4bf5-7e3c-46eb-9fc9-4363cd541820	0002062864--62ab97c212f9da010665dc3a	b8fae3c8143fe6415f195a3fbfde6bb6	APPROVED	2022-06-16T20:51:14.051	2022-06-16T20:51:20.485
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00468.png"""	1		0	0			0				https://toloka.yandex.ru/task/33957988/0002062864--62ab97c5fcdb26631f9a4efd	8b2329a4-2d12-4948-a8b5-60c8159fc992	0002062864--62ab97c5fcdb26631f9a4efd	bdbe98229133bd5472d03e4e4e8c2d20	APPROVED	2022-06-16T20:51:17.196	2022-06-16T20:51:33.731
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_154.png"""	1		0	0			1				https://toloka.yandex.ru/task/33957988/0002062864--62ab97cad2cd4a6fedf40a72	b33dbddb-64fb-4a57-985e-6b950eb4ee5e	0002062864--62ab97cad2cd4a6fedf40a72	b8fae3c8143fe6415f195a3fbfde6bb6	APPROVED	2022-06-16T20:51:22.041	2022-06-16T20:51:29.483
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_28.png"""	0		1	2			1				https://toloka.yandex.ru/task/33957988/0002062864--62ab97d7d053cf29e7d29ac3	91b8f180-d56a-4af6-8b49-c0e495bab7d4	0002062864--62ab97d7d053cf29e7d29ac3	bdbe98229133bd5472d03e4e4e8c2d20	APPROVED	2022-06-16T20:51:35.679	2022-06-16T20:52:11.297
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_188.png"""	0		1	1			1				https://toloka.yandex.ru/task/33957988/0002062864--62ab97ed12f9da010665ddb7	0a86dd5a-b30e-488d-b45d-40722be2507c	0002062864--62ab97ed12f9da010665ddb7	0c458e9f199564b6bbbeaf6a52c05d44	APPROVED	2022-06-16T20:51:57.443	2022-06-16T20:52:27.601
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_154.png"""	2		0	0			1				https://toloka.yandex.ru/task/33957988/0002062864--62ab97f609141a0022a7c66e	b33dbddb-64fb-4a57-985e-6b950eb4ee5e	0002062864--62ab97f609141a0022a7c66e	69ca08ff3092dba4f436aef6cee61d4f	APPROVED	2022-06-16T20:52:06.775	2022-06-16T20:52:40.743
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00269.png"""	1		0	1			0				https://toloka.yandex.ru/task/33957988/0002062864--62ab97fe9e3d5963314f1128	fbf7bc4c-c4a6-4fb9-8e3b-7953acc60af4	0002062864--62ab97fe9e3d5963314f1128	bdbe98229133bd5472d03e4e4e8c2d20	APPROVED	2022-06-16T20:52:14.566	2022-06-16T20:52:33.036
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_892.png"""	2		0	1			1				https://toloka.yandex.ru/task/33957988/0002062864--62ab980e63215059b8cadfb7	127b2392-9ea5-483c-bab3-46c9827c223b	0002062864--62ab980e63215059b8cadfb7	0c458e9f199564b6bbbeaf6a52c05d44	APPROVED	2022-06-16T20:52:30.088	2022-06-16T20:52:47.401
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_84.png"""	0		0	2			1				https://toloka.yandex.ru/task/33957988/0002062864--62ab981312f9da010665de99	cd23a74a-bd74-46a9-af9c-094f45652692	0002062864--62ab981312f9da010665de99	bdbe98229133bd5472d03e4e4e8c2d20	APPROVED	2022-06-16T20:52:35.603	2022-06-16T20:53:18.487
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00104.png"""	2		0	0			0				https://toloka.yandex.ru/task/33957988/0002062864--62ab981bfb3a404d0a3977ff	2cab31d2-9454-490f-ad20-cd912c1eb32b	0002062864--62ab981bfb3a404d0a3977ff	69ca08ff3092dba4f436aef6cee61d4f	APPROVED	2022-06-16T20:52:43.282	2022-06-16T20:53:53.715
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00468.png"""	2		0	1			0				https://toloka.yandex.ru/task/33957988/0002062864--62ab98209aa6556e02bc8e36	8b2329a4-2d12-4948-a8b5-60c8159fc992	0002062864--62ab98209aa6556e02bc8e36	0c458e9f199564b6bbbeaf6a52c05d44	APPROVED	2022-06-16T20:52:48.908	2022-06-16T20:53:05.667
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00104.png"""	2		0	0			0				https://toloka.yandex.ru/task/33957988/0002062864--62ab98344968ae602a99e423	2cab31d2-9454-490f-ad20-cd912c1eb32b	0002062864--62ab98344968ae602a99e423	0c458e9f199564b6bbbeaf6a52c05d44	APPROVED	2022-06-16T20:53:08.520	2022-06-16T20:53:25.458
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_196.png"""	1		0	0			1				https://toloka.yandex.ru/task/33957988/0002062864--62ab983db1b5fe2f484edffe	c332b518-70ea-48d2-abea-41071ef6cd23	0002062864--62ab983db1b5fe2f484edffe	f466e9cf524033b905c842eccc3019cf	APPROVED	2022-06-16T20:53:17.523	2022-06-16T20:53:36.899
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00000.png"""	2		0	0			0				https://toloka.yandex.ru/task/33957988/0002062864--62ab984063215059b8cae08b	e9362ba6-c18a-403e-9e47-c25594033add	0002062864--62ab984063215059b8cae08b	bdbe98229133bd5472d03e4e4e8c2d20	APPROVED	2022-06-16T20:53:20.323	2022-06-16T20:53:34.029
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00371.png"""	2		1	0			0				https://toloka.yandex.ru/task/33957988/0002062864--62ab9847f747a91edc8eff44	5b0ac48a-3154-4bed-9bd8-9f1939074d66	0002062864--62ab9847f747a91edc8eff44	0c458e9f199564b6bbbeaf6a52c05d44	APPROVED	2022-06-16T20:53:27.600	2022-06-16T20:53:39.239
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00047.png"""	1		0	1			0				https://toloka.yandex.ru/task/33957988/0002062864--62ab984fda40c1336235b95d	fefa0470-b2f7-48f7-89e7-f07be3cbdc13	0002062864--62ab984fda40c1336235b95d	bdbe98229133bd5472d03e4e4e8c2d20	APPROVED	2022-06-16T20:53:35.994	2022-06-16T20:53:56.544
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_154.png"""	2		0	0			1				https://toloka.yandex.ru/task/33957988/0002062864--62ab9853af5d106d485764c5	b33dbddb-64fb-4a57-985e-6b950eb4ee5e	0002062864--62ab9853af5d106d485764c5	ba94cab12af50155d1e32d147466575e	APPROVED	2022-06-16T20:53:39.545	2022-06-16T20:53:59.571
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_196.png"""	1		1	0			1				https://toloka.yandex.ru/task/33957988/0002062864--62ab9855d2eb5432f1d0deab	c332b518-70ea-48d2-abea-41071ef6cd23	0002062864--62ab9855d2eb5432f1d0deab	0c458e9f199564b6bbbeaf6a52c05d44	APPROVED	2022-06-16T20:53:41.056	2022-06-16T20:53:55.849
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_1560.png"""	2		0	1			1				https://toloka.yandex.ru/task/33957988/0002062864--62ab9865fb3a404d0a397970	f1a680f3-31fc-493e-be0e-33a2c9061df3	0002062864--62ab9865fb3a404d0a397970	69ca08ff3092dba4f436aef6cee61d4f	APPROVED	2022-06-16T20:53:57.570	2022-06-16T20:55:52.530
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_1372.png"""	0		1	0			1				https://toloka.yandex.ru/task/33957988/0002062864--62ab9866b62f0f20bb526a2b	178a8235-f972-4395-8769-ef4201d157df	0002062864--62ab9866b62f0f20bb526a2b	bdbe98229133bd5472d03e4e4e8c2d20	APPROVED	2022-06-16T20:53:58.815	2022-06-16T20:54:27.450
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_14.png"""	1		0	0			1				https://toloka.yandex.ru/task/33957988/0002062864--62ab9866e943321fd5ad8cf5	5f0c59b5-e767-4334-8e48-d0819da7d8be	0002062864--62ab9866e943321fd5ad8cf5	0c458e9f199564b6bbbeaf6a52c05d44	APPROVED	2022-06-16T20:53:58.016	2022-06-16T20:54:10.340
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00042.png"""	2		0	0			0				https://toloka.yandex.ru/task/33957988/0002062864--62ab986fde592138334dadc1	8964e8b3-9114-4922-9d5a-c892debca59c	0002062864--62ab986fde592138334dadc1	9bd789250bc9ce70f6369712f4bc6b35	APPROVED	2022-06-16T20:54:07.751	2022-06-16T20:54:25.006
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00040.png"""	0		1	0			0				https://toloka.yandex.ru/task/33957988/0002062864--62ab9874d2cd4a6fedf40e1d	8ac6fa85-442c-4c01-90a9-7a731f6fa3ab	0002062864--62ab9874d2cd4a6fedf40e1d	0c458e9f199564b6bbbeaf6a52c05d44	APPROVED	2022-06-16T20:54:12.140	2022-06-16T20:54:22.998
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_98.png"""	0		1	0			1				https://toloka.yandex.ru/task/33957988/0002062864--62ab98815a75ae0e42bbc2b6	a4294e43-15ac-4ad8-a43d-07f7c1b5a0c9	0002062864--62ab98815a75ae0e42bbc2b6	0c458e9f199564b6bbbeaf6a52c05d44	APPROVED	2022-06-16T20:54:25.595	2022-06-16T20:54:36.147
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00065.png"""	1		0	1			0				https://toloka.yandex.ru/task/33957988/0002062864--62ab98824c744c1045fce27c	cd367dea-bc8c-4502-9600-9547c6c14c42	0002062864--62ab98824c744c1045fce27c	0e355009a3c5d41282e61c874e775659	APPROVED	2022-06-16T20:54:26.242	2022-06-16T20:54:41.554
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_112.png"""	1		0	1			1				https://toloka.yandex.ru/task/33957988/0002062864--62ab9882664dff0a81291f3b	0bce7308-768e-45ce-a15d-4cf4fdcf8984	0002062864--62ab9882664dff0a81291f3b	52ab47be4422dba8bdfbb7bf3dc23abf	APPROVED	2022-06-16T20:54:26.675	2022-06-16T20:55:04.741
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00468.png"""	1		0	0			0				https://toloka.yandex.ru/task/33957988/0002062864--62ab98838429d62dc070c912	8b2329a4-2d12-4948-a8b5-60c8159fc992	0002062864--62ab98838429d62dc070c912	9bd789250bc9ce70f6369712f4bc6b35	APPROVED	2022-06-16T20:54:27.364	2022-06-16T20:54:55.559
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00040.png"""	0		0	1			0				https://toloka.yandex.ru/task/33957988/0002062864--62ab9884d053cf29e7d29e69	8ac6fa85-442c-4c01-90a9-7a731f6fa3ab	0002062864--62ab9884d053cf29e7d29e69	08fc9ff050d327b517b5d26eb9f7ef8d	APPROVED	2022-06-16T20:54:28.961	2022-06-16T20:55:00.718
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_14.png"""	0		0	1			1				https://toloka.yandex.ru/task/33957988/0002062864--62ab988516320604516c95af	5f0c59b5-e767-4334-8e48-d0819da7d8be	0002062864--62ab988516320604516c95af	bdbe98229133bd5472d03e4e4e8c2d20	APPROVED	2022-06-16T20:54:29.609	2022-06-16T20:54:46.687
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_154.png"""	2		0	0			1				https://toloka.yandex.ru/task/33957988/0002062864--62ab988c74abc24c44fc5ecb	b33dbddb-64fb-4a57-985e-6b950eb4ee5e	0002062864--62ab988c74abc24c44fc5ecb	cc300e97c4ba6c28ff3cf6308701127e	APPROVED	2022-06-16T20:54:36.255	2022-06-16T20:54:56.727
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00065.png"""	2		0	0			0				https://toloka.yandex.ru/task/33957988/0002062864--62ab988ed3f65f15f0b1422b	cd367dea-bc8c-4502-9600-9547c6c14c42	0002062864--62ab988ed3f65f15f0b1422b	0c458e9f199564b6bbbeaf6a52c05d44	APPROVED	2022-06-16T20:54:38.607	2022-06-16T20:54:54.732
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_4.png"""	1		0	1			1				https://toloka.yandex.ru/task/33957988/0002062864--62ab9893c8e55f5328486363	fa075ba1-137b-419d-bceb-44d9dddaa32e	0002062864--62ab9893c8e55f5328486363	0e355009a3c5d41282e61c874e775659	APPROVED	2022-06-16T20:54:43.171	2022-06-16T20:55:00.304
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_1482.png"""	1		0	1			1				https://toloka.yandex.ru/task/33957988/0002062864--62ab9898ebee045f8b4e51e5	61ef4bf5-7e3c-46eb-9fc9-4363cd541820	0002062864--62ab9898ebee045f8b4e51e5	bdbe98229133bd5472d03e4e4e8c2d20	APPROVED	2022-06-16T20:54:48.912	2022-06-16T20:55:11.252
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_1010.png"""	2		0	0			1				https://toloka.yandex.ru/task/33957988/0002062864--62ab98a0da40c1336235bd7f	f02b0bf0-f040-4634-821b-7c1b17effdad	0002062864--62ab98a0da40c1336235bd7f	0c458e9f199564b6bbbeaf6a52c05d44	APPROVED	2022-06-16T20:54:56.348	2022-06-16T20:55:12.734
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_28.png"""	1		0	0			1				https://toloka.yandex.ru/task/33957988/0002062864--62ab98a15d2f342f97b3f223	91b8f180-d56a-4af6-8b49-c0e495bab7d4	0002062864--62ab98a15d2f342f97b3f223	9bd789250bc9ce70f6369712f4bc6b35	APPROVED	2022-06-16T20:54:57.823	2022-06-16T20:55:24.289
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_196.png"""	1		1	1			1				https://toloka.yandex.ru/task/33957988/0002062864--62ab98a25a75ae0e42bbc345	c332b518-70ea-48d2-abea-41071ef6cd23	0002062864--62ab98a25a75ae0e42bbc345	1d0a130150bf83d7dc157a43539de609	APPROVED	2022-06-16T20:54:58.754	2022-06-16T20:55:32.420
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_1541.png"""	1		1	0			1				https://toloka.yandex.ru/task/33957988/0002062864--62ab98a6305b844d0b347d5a	2f258236-345f-4941-9c78-32788d0844c4	0002062864--62ab98a6305b844d0b347d5a	a2d4e312c819b81936550b40afde76ba	APPROVED	2022-06-16T20:55:02.141	2022-06-16T20:55:27.928
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_1372.png"""	1		1	0			1				https://toloka.yandex.ru/task/33957988/0002062864--62ab98a697e8692e1695fcc0	178a8235-f972-4395-8769-ef4201d157df	0002062864--62ab98a697e8692e1695fcc0	0e355009a3c5d41282e61c874e775659	APPROVED	2022-06-16T20:55:02.113	2022-06-16T20:55:20.873
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_16.png"""	1		1	1			1				https://toloka.yandex.ru/task/33957988/0002062864--62ab98a69aa6556e02bc9203	22d4d695-4015-48d8-9daa-eb345f229d38	0002062864--62ab98a69aa6556e02bc9203	08fc9ff050d327b517b5d26eb9f7ef8d	APPROVED	2022-06-16T20:55:02.823	2022-06-16T20:55:29.327
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_124.png"""	1		1	1			1				https://toloka.yandex.ru/task/33957988/0002062864--62ab98b112f9da010665e268	0f834bfd-75fb-413e-aacd-c1a38eedca7f	0002062864--62ab98b112f9da010665e268	bdbe98229133bd5472d03e4e4e8c2d20	APPROVED	2022-06-16T20:55:13.090	2022-06-16T20:55:39.650
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00269.png"""	2		0	0			0				https://toloka.yandex.ru/task/33957988/0002062864--62ab98b2f747a91edc8f0143	fbf7bc4c-c4a6-4fb9-8e3b-7953acc60af4	0002062864--62ab98b2f747a91edc8f0143	0c458e9f199564b6bbbeaf6a52c05d44	APPROVED	2022-06-16T20:55:14.991	2022-06-16T20:55:25.519
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_4.png"""	1		1	0			1				https://toloka.yandex.ru/task/33957988/0002062864--62ab98b5aff66f39b48d6682	fa075ba1-137b-419d-bceb-44d9dddaa32e	0002062864--62ab98b5aff66f39b48d6682	1fd52906824422aa0eb1e59dc228dee4	APPROVED	2022-06-16T20:55:17.738	2022-06-16T20:57:09.757
