INPUT:image	OUTPUT:gender	OUTPUT:reason	OUTPUT:result	OUTPUT:confidence	GOLDEN:gender	GOLDEN:reason	GOLDEN:result	GOLDEN:confidence	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started	ASSIGNMENT:submitted
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_140.png"""	1		0	1			1				https://toloka.yandex.ru/task/34019892/0002071a34--62b14655305b844d0b66ba72	1455513e-968c-4cb9-8bd6-3c3c6d227f1d	0002071a34--62b14655305b844d0b66ba72	12899c42f5ef8eb776a7f5ed61ed8923	APPROVED	2022-06-21T04:17:25.436	2022-06-21T04:17:36.857
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00468.png"""	1		0	0			0				https://toloka.yandex.ru/task/34019892/0002071a34--62b1466346781276f5805063	fa84aa6f-948d-4c75-b5fc-b4deb342f3aa	0002071a34--62b1466346781276f5805063	12899c42f5ef8eb776a7f5ed61ed8923	APPROVED	2022-06-21T04:17:39.157	2022-06-21T04:17:48.820
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_1017.png"""	1		0	0			1				https://toloka.yandex.ru/task/34019892/0002071a34--62b1466f163206045199330f	b32247ec-f222-4c04-9167-bf992e01e8af	0002071a34--62b1466f163206045199330f	12899c42f5ef8eb776a7f5ed61ed8923	APPROVED	2022-06-21T04:17:51.720	2022-06-21T04:17:58.199
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_132.png"""	1		1	1			1				https://toloka.yandex.ru/task/34019892/0002071a34--62b14678f4570e509e80d8ba	ee142766-f1b5-432d-a80e-835dae2f529c	0002071a34--62b14678f4570e509e80d8ba	12899c42f5ef8eb776a7f5ed61ed8923	APPROVED	2022-06-21T04:18:00.682	2022-06-21T04:18:12.524
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00052.png"""	0		0	0			0				https://toloka.yandex.ru/task/34019892/0002071a34--62b14687913966743ac9e2dc	a6f58207-3e9f-48c4-8d59-09eaf7b0dcbb	0002071a34--62b14687913966743ac9e2dc	12899c42f5ef8eb776a7f5ed61ed8923	APPROVED	2022-06-21T04:18:15.375	2022-06-21T04:18:24.946
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_520.png"""	0		0	0			1				https://toloka.yandex.ru/task/34019892/0002071a34--62b14693b1b5fe2f4887c941	fa9fc511-a3b5-4617-809d-2e3d75e73d52	0002071a34--62b14693b1b5fe2f4887c941	12899c42f5ef8eb776a7f5ed61ed8923	APPROVED	2022-06-21T04:18:27.379	2022-06-21T04:18:33.846
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_940.png"""	0		0	0			1				https://toloka.yandex.ru/task/34019892/0002071a34--62b1469c5d2f342f97e9cd6c	1cb61cd2-ab51-458c-a058-52e49ae80502	0002071a34--62b1469c5d2f342f97e9cd6c	12899c42f5ef8eb776a7f5ed61ed8923	APPROVED	2022-06-21T04:18:36.436	2022-06-21T04:18:49.609
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00768.png"""	0		1	0			0				https://toloka.yandex.ru/task/34019892/0002071a34--62b146abf4570e509e80d9e5	5196d43f-af37-495e-ad81-76922e6b3155	0002071a34--62b146abf4570e509e80d9e5	12899c42f5ef8eb776a7f5ed61ed8923	APPROVED	2022-06-21T04:18:51.987	2022-06-21T04:19:01.877
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00006.png"""	1		0	0			0				https://toloka.yandex.ru/task/34019892/0002071a34--62b146b748254e0ec768fca4	219c2421-083f-4306-857f-a802378dfec2	0002071a34--62b146b748254e0ec768fca4	12899c42f5ef8eb776a7f5ed61ed8923	APPROVED	2022-06-21T04:19:03.838	2022-06-21T04:19:13.117
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00063.png"""	0		0	0			0				https://toloka.yandex.ru/task/34019892/0002071a34--62b146c3d2eb5432f1f57269	e1725cc8-7d1d-4ea3-991f-41cc738d36ae	0002071a34--62b146c3d2eb5432f1f57269	12899c42f5ef8eb776a7f5ed61ed8923	APPROVED	2022-06-21T04:19:15.629	2022-06-21T04:19:22.637
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_84.png"""	0		1	0			1				https://toloka.yandex.ru/task/34019892/0002071a34--62b146cda9d9645b0abb690d	1272fa02-cd91-4c22-b2c9-3ba81a0f7eb7	0002071a34--62b146cda9d9645b0abb690d	12899c42f5ef8eb776a7f5ed61ed8923	APPROVED	2022-06-21T04:19:25.392	2022-06-21T04:19:34.505
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00006.png"""	1		0	1			0				https://toloka.yandex.ru/task/34019892/0002071a34--62b1470146781276f5805417	219c2421-083f-4306-857f-a802378dfec2	0002071a34--62b1470146781276f5805417	bd5537f061ef7137da5c513cae2d692b	APPROVED	2022-06-21T04:20:17.726	2022-06-21T04:20:33.739
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00793.png"""	1		1	0			0				https://toloka.yandex.ru/task/34019892/0002071a34--62b1470b00d07f565dd4a103	1879a67e-7064-4956-8193-d5a78cee0d0c	0002071a34--62b1470b00d07f565dd4a103	4a8870f58553c6e70973fce9f92de251	APPROVED	2022-06-21T04:20:27.979	2022-06-21T04:20:42.370
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00468.png"""	1		1	2			0				https://toloka.yandex.ru/task/34019892/0002071a34--62b1470c4c744c10453a50b5	fa84aa6f-948d-4c75-b5fc-b4deb342f3aa	0002071a34--62b1470c4c744c10453a50b5	bd329f3fa22fe0233ec2de4f4776e124	APPROVED	2022-06-21T04:20:28.312	2022-06-21T04:20:53.270
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00075.png"""	1		1	0			0				https://toloka.yandex.ru/task/34019892/0002071a34--62b147114c744c10453a511b	199bc4f3-932d-4d7f-9a9d-c0f9067b52a5	0002071a34--62b147114c744c10453a511b	d6095346eafaf808a70c305b22bbccac	APPROVED	2022-06-21T04:20:33.200	2022-06-21T04:21:01.103
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_1474.png"""	1		0	1			1				https://toloka.yandex.ru/task/34019892/0002071a34--62b1471348254e0ec768ffea	dbb30ff7-e706-4b1d-90d0-49011f29d930	0002071a34--62b1471348254e0ec768ffea	bd5537f061ef7137da5c513cae2d692b	APPROVED	2022-06-21T04:20:35.782	2022-06-21T04:20:48.095
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00468.png"""	1		1	1			0				https://toloka.yandex.ru/task/34019892/0002071a34--62b1471e038ad124016e2430	fa84aa6f-948d-4c75-b5fc-b4deb342f3aa	0002071a34--62b1471e038ad124016e2430	11d3cc2d36e8fa774a54411f7fde6e25	APPROVED	2022-06-21T04:20:46.446	2022-06-21T04:21:01.393
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00054.png"""	1		0	0			0				https://toloka.yandex.ru/task/34019892/0002071a34--62b1472146781276f5805511	3246310a-e42f-4f93-9473-d15499b81874	0002071a34--62b1472146781276f5805511	8da85d68298d4f3db8665f8089cbdffe	APPROVED	2022-06-21T04:20:49.139	2022-06-21T04:21:08.984
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00069.png"""	0		1	0			0				https://toloka.yandex.ru/task/34019892/0002071a34--62b147229e3d596331764234	8d267153-441a-4e80-858f-e55b10b08bf8	0002071a34--62b147229e3d596331764234	bd5537f061ef7137da5c513cae2d692b	APPROVED	2022-06-21T04:20:50.003	2022-06-21T04:21:03.591
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_132.png"""	1		0	0			1				https://toloka.yandex.ru/task/34019892/0002071a34--62b147270838473994c213f5	ee142766-f1b5-432d-a80e-835dae2f529c	0002071a34--62b147270838473994c213f5	3562327004ede9ead81201131fae69c6	APPROVED	2022-06-21T04:20:55.158	2022-06-21T04:21:06.642
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00753.png"""	0		0	0			0				https://toloka.yandex.ru/task/34019892/0002071a34--62b1472712f9da01069ccefe	9f49ed06-ee71-455e-8214-a726e987491b	0002071a34--62b1472712f9da01069ccefe	bd329f3fa22fe0233ec2de4f4776e124	APPROVED	2022-06-21T04:20:55.069	2022-06-21T04:21:25.370
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00069.png"""	0		0	0			0				https://toloka.yandex.ru/task/34019892/0002071a34--62b14737664dff0a816851a7	8d267153-441a-4e80-858f-e55b10b08bf8	0002071a34--62b14737664dff0a816851a7	8da85d68298d4f3db8665f8089cbdffe	APPROVED	2022-06-21T04:21:11.163	2022-06-21T04:21:23.925
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00740.png"""	0		0	0			0				https://toloka.yandex.ru/task/34019892/0002071a34--62b14746d2cd4a6fed1e5f7a	306a8d6c-8b4b-4314-994b-5b467dba80ed	0002071a34--62b14746d2cd4a6fed1e5f7a	8da85d68298d4f3db8665f8089cbdffe	APPROVED	2022-06-21T04:21:26.425	2022-06-21T04:22:48.936
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_132.png"""	1		0	2			1				https://toloka.yandex.ru/task/34019892/0002071a34--62b1474774abc24c4421d334	ee142766-f1b5-432d-a80e-835dae2f529c	0002071a34--62b1474774abc24c4421d334	bd329f3fa22fe0233ec2de4f4776e124	APPROVED	2022-06-21T04:21:27.845	2022-06-21T04:21:50.616
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_520.png"""	0		1	1			1				https://toloka.yandex.ru/task/34019892/0002071a34--62b147478429d62dc0a8618f	fa9fc511-a3b5-4617-809d-2e3d75e73d52	0002071a34--62b147478429d62dc0a8618f	b543c11ceed0c9a5de9a6cd8e089f558	APPROVED	2022-06-21T04:21:27.896	2022-06-21T04:21:41.747
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_1372.png"""	0		0	1			1				https://toloka.yandex.ru/task/34019892/0002071a34--62b14758bf14257215f3c04b	af6ce7c6-d50e-40c7-9b7f-cfb9fb88a9fd	0002071a34--62b14758bf14257215f3c04b	b543c11ceed0c9a5de9a6cd8e089f558	APPROVED	2022-06-21T04:21:44.892	2022-06-21T04:21:57.726
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00793.png"""	1		1	1			0				https://toloka.yandex.ru/task/34019892/0002071a34--62b14761b1b5fe2f4887cdd2	1879a67e-7064-4956-8193-d5a78cee0d0c	0002071a34--62b14761b1b5fe2f4887cdd2	bd329f3fa22fe0233ec2de4f4776e124	APPROVED	2022-06-21T04:21:53.347	2022-06-21T04:22:06.859
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00625.png"""	1		0	1			0				https://toloka.yandex.ru/task/34019892/0002071a34--62b14768194ad816434488a1	5b9d9afe-a290-4cf1-b1bf-063e1b50aa13	0002071a34--62b14768194ad816434488a1	b543c11ceed0c9a5de9a6cd8e089f558	APPROVED	2022-06-21T04:22:00.532	2022-06-21T04:22:11.044
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00625.png"""	0		0	0			0				https://toloka.yandex.ru/task/34019892/0002071a34--62b147715d2f342f97e9d30f	5b9d9afe-a290-4cf1-b1bf-063e1b50aa13	0002071a34--62b147715d2f342f97e9d30f	bd329f3fa22fe0233ec2de4f4776e124	APPROVED	2022-06-21T04:22:09.512	2022-06-21T04:22:21.240
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00793.png"""	1		1	1			0				https://toloka.yandex.ru/task/34019892/0002071a34--62b1477510f9371ee004a7c1	1879a67e-7064-4956-8193-d5a78cee0d0c	0002071a34--62b1477510f9371ee004a7c1	b543c11ceed0c9a5de9a6cd8e089f558	APPROVED	2022-06-21T04:22:13.608	2022-06-21T04:22:23.644
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00740.png"""	0		0	2			0				https://toloka.yandex.ru/task/34019892/0002071a34--62b14780c8e55f532871f8cf	306a8d6c-8b4b-4314-994b-5b467dba80ed	0002071a34--62b14780c8e55f532871f8cf	bd329f3fa22fe0233ec2de4f4776e124	APPROVED	2022-06-21T04:22:24.069	2022-06-21T04:22:42.473
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_1134.png"""	0		0	0			1				https://toloka.yandex.ru/task/34019892/0002071a34--62b14782a9d9645b0abb6fda	1caeb686-3ae4-4e0b-9e7e-13ba878f1ad6	0002071a34--62b14782a9d9645b0abb6fda	b543c11ceed0c9a5de9a6cd8e089f558	APPROVED	2022-06-21T04:22:26.599	2022-06-21T04:22:35.248
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_1418.png"""	0		0	2			1				https://toloka.yandex.ru/task/34019892/0002071a34--62b14794733c273cbdbb13d5	ff1012cd-b073-42cd-8ffd-a56b047e473e	0002071a34--62b14794733c273cbdbb13d5	bd329f3fa22fe0233ec2de4f4776e124	APPROVED	2022-06-21T04:22:44.771	2022-06-21T04:22:57.144
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00625.png"""	0		0	0			0				https://toloka.yandex.ru/task/34019892/0002071a34--62b1479bcafc2066573c7764	5b9d9afe-a290-4cf1-b1bf-063e1b50aa13	0002071a34--62b1479bcafc2066573c7764	8da85d68298d4f3db8665f8089cbdffe	APPROVED	2022-06-21T04:22:51.026	2022-06-21T04:23:06.029
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_1017.png"""	1		1	1			1				https://toloka.yandex.ru/task/34019892/0002071a34--62b147a3f486ce61cef1c1e4	b32247ec-f222-4c04-9167-bf992e01e8af	0002071a34--62b147a3f486ce61cef1c1e4	bd329f3fa22fe0233ec2de4f4776e124	APPROVED	2022-06-21T04:22:59.720	2022-06-21T04:23:13.297
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_14.png"""	1		0	0			1				https://toloka.yandex.ru/task/34019892/0002071a34--62b147abb1b5fe2f4887cfdd	1538ef0c-40b8-4db7-a564-06be8a2aca05	0002071a34--62b147abb1b5fe2f4887cfdd	8da85d68298d4f3db8665f8089cbdffe	APPROVED	2022-06-21T04:23:07.519	2022-06-21T04:23:37.696
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_84.png"""	0		0	2			1				https://toloka.yandex.ru/task/34019892/0002071a34--62b147b309141a0022e5c143	1272fa02-cd91-4c22-b2c9-3ba81a0f7eb7	0002071a34--62b147b309141a0022e5c143	bd329f3fa22fe0233ec2de4f4776e124	APPROVED	2022-06-21T04:23:15.708	2022-06-21T04:23:30.192
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00006.png"""	1		0	2			0				https://toloka.yandex.ru/task/34019892/0002071a34--62b147c448254e0ec76905cc	219c2421-083f-4306-857f-a802378dfec2	0002071a34--62b147c448254e0ec76905cc	bd329f3fa22fe0233ec2de4f4776e124	APPROVED	2022-06-21T04:23:32.472	2022-06-21T04:23:47.313
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00753.png"""	0		1	0			0				https://toloka.yandex.ru/task/34019892/0002071a34--62b147cb63215059b8f540c0	9f49ed06-ee71-455e-8214-a726e987491b	0002071a34--62b147cb63215059b8f540c0	8da85d68298d4f3db8665f8089cbdffe	APPROVED	2022-06-21T04:23:39.373	2022-06-21T04:23:53.310
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_132.png"""	1		0	0			1				https://toloka.yandex.ru/task/34019892/0002071a34--62b147cc913966743ac9ea46	ee142766-f1b5-432d-a80e-835dae2f529c	0002071a34--62b147cc913966743ac9ea46	f3663c23c1c604928047ad6452241636	APPROVED	2022-06-21T04:23:40.896	2022-06-21T04:23:51.540
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00969.png"""	0		0	0			0				https://toloka.yandex.ru/task/34019892/0002071a34--62b147d568008e1f110ca6ef	320d24f9-2131-4af0-b48d-f4aa5ad9996c	0002071a34--62b147d568008e1f110ca6ef	bd329f3fa22fe0233ec2de4f4776e124	APPROVED	2022-06-21T04:23:49.504	2022-06-21T04:24:02.672
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00663.png"""	0		0	0			0				https://toloka.yandex.ru/task/34019892/0002071a34--62b147da63215059b8f54152	216a0e67-036c-4a9a-a871-c63f644d08eb	0002071a34--62b147da63215059b8f54152	8769cf6c7b7b0224a1e7fa278357912e	APPROVED	2022-06-21T04:23:54.061	2022-06-21T04:24:03.962
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_1134.png"""	0		1	0			1				https://toloka.yandex.ru/task/34019892/0002071a34--62b147da9e3d59633176459b	1caeb686-3ae4-4e0b-9e7e-13ba878f1ad6	0002071a34--62b147da9e3d59633176459b	04fcb9c127601ab77c893e72d6b320b0	APPROVED	2022-06-21T04:23:54.386	2022-06-21T04:24:19.101
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_1372.png"""	0		1	0			1				https://toloka.yandex.ru/task/34019892/0002071a34--62b147dde2f46c69485f3a87	af6ce7c6-d50e-40c7-9b7f-cfb9fb88a9fd	0002071a34--62b147dde2f46c69485f3a87	8da85d68298d4f3db8665f8089cbdffe	APPROVED	2022-06-21T04:23:57.149	2022-06-21T04:24:06.862
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00075.png"""	1		0	0			0				https://toloka.yandex.ru/task/34019892/0002071a34--62b147e474abc24c4421d7cb	199bc4f3-932d-4d7f-9a9d-c0f9067b52a5	0002071a34--62b147e474abc24c4421d7cb	bd329f3fa22fe0233ec2de4f4776e124	APPROVED	2022-06-21T04:24:04.530	2022-06-21T04:24:17.686
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_940.png"""	0		0	0			1				https://toloka.yandex.ru/task/34019892/0002071a34--62b147e5bf14257215f3c52c	1cb61cd2-ab51-458c-a058-52e49ae80502	0002071a34--62b147e5bf14257215f3c52c	8769cf6c7b7b0224a1e7fa278357912e	APPROVED	2022-06-21T04:24:05.739	2022-06-21T04:24:12.909
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_84.png"""	0		0	0			1				https://toloka.yandex.ru/task/34019892/0002071a34--62b147e809141a0022e5c2bc	1272fa02-cd91-4c22-b2c9-3ba81a0f7eb7	0002071a34--62b147e809141a0022e5c2bc	8da85d68298d4f3db8665f8089cbdffe	APPROVED	2022-06-21T04:24:08.606	2022-06-21T04:24:22.076
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_1418.png"""	0		1	1			1				https://toloka.yandex.ru/task/34019892/0002071a34--62b147ee913966743ac9eb89	ff1012cd-b073-42cd-8ffd-a56b047e473e	0002071a34--62b147ee913966743ac9eb89	8769cf6c7b7b0224a1e7fa278357912e	APPROVED	2022-06-21T04:24:14.702	2022-06-21T04:24:22.465
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_50.png"""	0		0	2			1				https://toloka.yandex.ru/task/34019892/0002071a34--62b147f38429d62dc0a86735	deb852b5-cdf2-44d9-8191-c0ef80c9b5b9	0002071a34--62b147f38429d62dc0a86735	bd329f3fa22fe0233ec2de4f4776e124	APPROVED	2022-06-21T04:24:19.353	2022-06-21T04:24:31.907
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/img/img_1017.png"""	1		0	0			1				https://toloka.yandex.ru/task/34019892/0002071a34--62b147f4305b844d0b66c78d	b32247ec-f222-4c04-9167-bf992e01e8af	0002071a34--62b147f4305b844d0b66c78d	04fcb9c127601ab77c893e72d6b320b0	APPROVED	2022-06-21T04:24:20.614	2022-06-21T04:24:41.601
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00006.png"""	1		0	0			0				https://toloka.yandex.ru/task/34019892/0002071a34--62b147f75d176f26c97b8706	219c2421-083f-4306-857f-a802378dfec2	0002071a34--62b147f75d176f26c97b8706	8da85d68298d4f3db8665f8089cbdffe	APPROVED	2022-06-21T04:24:23.645	2022-06-21T04:24:38.711
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00063.png"""	0		0	0			0				https://toloka.yandex.ru/task/34019892/0002071a34--62b147f81632060451993e1f	e1725cc8-7d1d-4ea3-991f-41cc738d36ae	0002071a34--62b147f81632060451993e1f	8769cf6c7b7b0224a1e7fa278357912e	APPROVED	2022-06-21T04:24:24.084	2022-06-21T04:24:29.723
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00793.png"""	0		0	0			0				https://toloka.yandex.ru/task/34019892/0002071a34--62b148004c744c10453a58b0	1879a67e-7064-4956-8193-d5a78cee0d0c	0002071a34--62b148004c744c10453a58b0	8769cf6c7b7b0224a1e7fa278357912e	APPROVED	2022-06-21T04:24:32.092	2022-06-21T04:24:39.821
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00063.png"""	0		0	0			0				https://toloka.yandex.ru/task/34019892/0002071a34--62b148024968ae602ac03b42	e1725cc8-7d1d-4ea3-991f-41cc738d36ae	0002071a34--62b148024968ae602ac03b42	bd329f3fa22fe0233ec2de4f4776e124	APPROVED	2022-06-21T04:24:34.399	2022-06-21T04:24:46.174
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00075.png"""	1		1	0			0				https://toloka.yandex.ru/task/34019892/0002071a34--62b148088429d62dc0a867b6	199bc4f3-932d-4d7f-9a9d-c0f9067b52a5	0002071a34--62b148088429d62dc0a867b6	8da85d68298d4f3db8665f8089cbdffe	APPROVED	2022-06-21T04:24:40.902	2022-06-21T04:24:57.097
																	
"""https://raw.githubusercontent.com/BirkhoffG/crowd_project/main/true_face/00768.png"""	0		0	0			0				https://toloka.yandex.ru/task/34019892/0002071a34--62b1480a12f9da01069cd70f	5196d43f-af37-495e-ad81-76922e6b3155	0002071a34--62b1480a12f9da01069cd70f	8769cf6c7b7b0224a1e7fa278357912e	APPROVED	2022-06-21T04:24:42.418	2022-06-21T04:24:56.867
																	
